LAKE_ID,COMID,GNIS_ID,GNIS_NAME,WaterbodyAreaSQM,WaterbodyAreaSQKM,WatershedAreaSQM,WatershedSQKM
1301STI0183C,6224692,966443,Stillwater Pond,226000,0.226,1745096.948,1.745097
0601CRU0366,8083355,947874,Crumhorn Lake,226000,0.226,762635.9334,0.762636
0905SCR0146,15490866,977035,South Greek Lake,226000,0.226,6131497.753,6.131498
0905UWB5252,15489372, , ,226000,0.226,9924656.094,9.924656
1004NEW5184,9527503,958491,Newberry Pond,225000,0.225,33750371.4,33.750371
1201THI0764,22739225,967369,Third Lake,225000,0.225,3650404.089,3.650404
1004BIG0288,9527637,943940,Big Pond,224000,0.224,9727293.678,9.727294
1104DES0147,22294678,948355,Lake Desolation,224000,0.224,3007823.406,3.007823
1403NOR0316,1749553,958883,North Pond,224000,0.224,1042332.916,1.042333
0902MOU0198,15457222,957958,Mountain Pond,223000,0.223,3352926.765,3.352927
0302MUD0074,21631373,958068,Mud Pond,223000,0.223,2283419.937,2.28342
1305HUN0403,6210410,953450,Hunns Lake,223000,0.223,3984297.85,3.984298
1601QUA1114,7711636,962049,Quaker Lake,223000,0.223,1787589.687,1.78759
0703SOU0039,166766872,970635,South Pond,223000,0.223,1395073.067,1.395073
1301TUR0184B,6216444,967966,Turkey Hill Pond,222000,0.222,2094849.148,2.094849
0905MSO0199,15494470,957140,Middle South Pond,222000,0.222,1361585.061,1.361585
0801SIL0580,15509702,965262,Silver Lake,222000,0.222,1460502.563,1.460503
1310BEL0100,6187856,943594,Bell Pond,221000,0.221,632405.6342,0.632406
1104SPR0662,22305235,966039,Sprague Pond,221000,0.221,1775362.312,1.775362
1104KELXXX1,22304037,954463,Kellum Pond,220000,0.22,5783030,5.78303
1104MID0211A,22295050,957099,Middle Flow,220000,0.22,7925816.497,7.925816
1308LRH0888,6188008,956105,Lower Rhoda Pond,220000,0.22,7121244.439,7.121244
1401SIL0108,4146898,965255,Silver Lake,220000,0.22,987480.249,0.98748
0602LLE1052,9419495,955188,Leland Pond,220000,0.22,11881309.71,11.88131
0801CON0777,15509724,947325,Constable Pond,220000,0.22,9402231.806,9.402232
1104ECH0317,22294870,949346,Echo Lake,219000,0.219,2888757.903,2.888758
1104BUR0342,22303997,945266,Burnt Pond,218000,0.218,14917840.68,14.917841
1601CRA1127A,7711396,947702,Crane Pond,218000,0.218,2507317.895,2.507318
1004MIL0318,9527741, , ,217000,0.217,4331619.719,4.33162
0903LEO0062,15465807,976542,Leonard Pond,217000,0.217,1164643.43,1.164643
0905BEA0196,15494538, , ,216000,0.216,2243799.377,2.243799
0905ROC0189,15491006,962712,Rock Lake,216000,0.216,774336.5832,0.774337
1501ISL1016A,6244680,953832,Island Pond,215000,0.215,3393548.666,3.393549
0402LER0073B,166766847,955130,Lake Le Roy,215000,0.215,4854521.623,4.854522
0701MUD0008,21971894,970382,Mud Pond,215000,0.215,14212255.83,14.212256
0902WEL0097,15454724,977197,Weller Pond,215000,0.215,2277111.692,2.277112
0902LON0110,15457254,955924,Long Pond,215000,0.215,3441820.365,3.44182
0905UWB5261,15489394, , ,214000,0.214,1207798.939,1.207799
1104ROU0137,22295482,962976,Round Lake,214000,0.214,1933842.799,1.933843
1401ECH0078,4147336,949338,Echo Lake,214000,0.214,2780714.325,2.780714
1404ARC5574,2613162, , ,214000,0.214,11321554.84,11.321555
0402LE 0024A,15538763,955134,LeRoy Reservoir,214000,0.214,3614222.476,3.614222
1104FIR0625,22305147,950107,First Lake,213000,0.213,29832207.1,29.832207
0601ALL0405,8083231,942360,Allen Lake,213000,0.213,2777076.861,2.777077
0602WHA5659,9419633, , ,213000,0.213,1322112.257,1.322112
0104JAV0152,15581037,953944,Java Lake,213000,0.213,3171440.491,3.17144
0703FRA0035,22022512,950593,Francis Pond,213000,0.213,3010424.46,3.010424
1306UWB6190,6199616, , ,212000,0.212,1794224.274,1.794224
1701REE0763,9494726,943943,Big Reed Pond,211000,0.211,982803.7156,0.982804
1402FRA5101,4146946, , ,211000,0.211,2089144.519,2.089145
0904LON0369B,15476493,977235,Long Pond,210000,0.21,2808621.867,2.808622
1702RE11075,6240503,962399,Reservoir Number One,210000,0.21,4867382.035,4.867382
1302SEV0077C,6224518,964860,Seven Hills Lake,210000,0.21,14616711.06,14.616711
0905OLM0328,15489410,976770,Olmstead Pond,210000,0.21,1575660.394,1.57566
1308HER6486,6187770, , ,209000,0.209,1513255.053,1.513255
1305MUD0410,6210296,968039,Twin Island Lake,209000,0.209,2119421.256,2.119421
1303GOSXXX1,6216374,951405,Goshen Reservoir,208000,0.208,1339191.946,1.339192
1303CRO0231,6216418,947766,Cromwell Lake,207000,0.207,1035256.912,1.035257
1701RED0644,9495632,962284,Red Creek Pond,207000,0.207,1097447.249,1.097447
0801BEA0968,15512260,943279,Bear Lake,207000,0.207,4733051.855,4.733052
0903HEA0104,15465841,952501,Heavens Pond,206000,0.206,1244732.001,1.244732
1104LIL0354,22303959,955323,Lily Pond,206000,0.206,5590763.191,5.590763
0601FLY0335,8083337,950582,Fly Pond,206000,0.206,2443492.507,2.443493
1104FOU0325,22306971,950544,Fourth Lake,205000,0.205,54156966.06,54.156966
1301MAD0439,6185532, , ,205000,0.205,7328520.071,7.32852
1401CHE0106,4146974,946561,Chestnut Ridge Pond,205000,0.205,7639577.515,7.639578
0902CAT0139,15457324,946019,Cat Pond,205000,0.205,2269131.688,2.269132
0801SAF0736,15509796,963215,Safford Pond,205000,0.205,16372631.52,16.372632
1104MOU0369,22303941,957963,Mountain Spring Lake,204000,0.204,1461724.304,1.461724
1104BIG0395,22303811,943972,Bigsby Pond,204000,0.204,1335739.34,1.335739
1201COL0519,22744083,947160,Collins Lake,204000,0.204,683618.2467,0.683618
0301UWB5775,15566865, , ,204000,0.204,21770550.65,21.770551
0801IND0647,15509822,953618,Independence Lake,204000,0.204,1639464.726,1.639465
0801ROU0920,15512344,962977,Round Lake,204000,0.204,688894.8272,0.688895
1201FOU0765,22739233,950543,Fourth Lake,203000,0.203,2608992.699,2.608993
1309UWB5181,6186584, , ,202000,0.202,1412145.647,1.412146
1202CAP0649A,3247372, , ,202000,0.202,11577317.99,11.577318
1302LON0069,6224844,955905,Long Pond,202000,0.202,4938554.754,4.938555
0801CRO0441,15511882,947783,Crooked Lake,201000,0.201,1263597.932,1.263598
1104MOO0678,22305135,970367,Moose Pond,201000,0.201,798727.3627,0.798727
1401LOS0033D,4147186,967878,Trout Lake,201000,0.201,1105295.731,1.105296
1403BIG0345,1748495,943941,Big Pond,200000,0.2,6616224.862,6.616225
1104CRY0343,22303989,947902,Crystal Lake,200000,0.2,1392516.828,1.392517
0905BON0090,15490636,976000,Bonner Lake,200000,0.2,3749277.157,3.749277
0104CLE0100,15581067,946820,Clear Lake,200000,0.2,13032961.19,13.032961
0301UWB0168A,15566935, , ,199000,0.199,1156792.739,1.156793
1104COD0286,22294054,946989,Cod Pond,199000,0.199,1621669.061,1.621669
1104SAN0210,22295128,964383,Sand Lake,199000,0.199,6295999.931,6.296
1401JEF0240A,2614434,953976,Lake Jefferson,199000,0.199,83006284.49,83.006284
1401HUL0099,4147188,953425,Hull Pond,199000,0.199,6811339.104,6.811339
0601RES0356A,8083303, , ,199000,0.199,1172745.918,1.172746
0801SOU0772,15509600,965848,South Pond,199000,0.199,1220408.855,1.220409
0801CAT0662,15512130,946064,Catspaw Lake,199000,0.199,2146725.073,2.146725
0906BUL0030,15483775,945157,Bullhead Pond,198000,0.198,1812194.514,1.812195
1304UWB5605,6211456, , ,198000,0.198,442748725,442.748725
1401BEA5568,4147260,943428,Beaver Pond,198000,0.198,6084744.277,6.084744
0602STE0101,9419635,966337,Steer Pond,198000,0.198,5395335.337,5.395335
0105FRE0160,9839932,950653,Fredonia Reservoir,198000,0.198,13885227.81,13.885228
1104UWB5529,22303205, , ,197000,0.197,453337.976,0.453338
0903LTR0145,15466263,976577,Little Trout Pond,197000,0.197,12786536.73,12.786537
1104DEE0629,22305125,948217,Deer Pond,197000,0.197,2146865.091,2.146865
1306BEA0818,6199538,943458,Beaverdam Pond,197000,0.197,9458284.996,9.458285
1401WIL5073,4147104,971267,Wildwood Lake,197000,0.197,3120659.938,3.12066
0705ITH0340B,21982603,953857,Ithaca Reservoir,197000,0.197,110386381.7,110.386382
0903BOT0131,15468243,944482,Bottle Pond,197000,0.197,1054049.082,1.054049
0502SAL0051,8118655,964337,Lake Salubria,196000,0.196,2019835.381,2.019835
1004DAV0210C,9527241,948066,Davis Lake,196000,0.196,87483015.31,87.483015
1104THU0578,22305175,967480,Thumb Pond,196000,0.196,6574722.365,6.574722
1104CLO0228,22295148,946908,Clockmill Pond,196000,0.196,5502101.532,5.502102
1501WEE1005,6244710,968958,We-Wah Lake,196000,0.196,21270533.69,21.270534
1104BLA0128,22294642,944165,Black Pond,195000,0.195,3695049.379,3.695049
1301TAR0015A,6228174, , ,194000,0.194,3097952.884,3.097953
1101KEE0114,22287641,954430,Keenan Reservoir,194000,0.194,2760682.317,2.760682
1104VLY0244,22294900,968590,Vly Lake,194000,0.194,37273591.39,37.273591
0601TIT0320,120053437,967565,Titus Lake,193000,0.193,679906.5427,0.679907
1701DAM0395,9495026, , ,193000,0.193,1376774.809,1.376775
1203JON0875,22738103,954182,Jones Lake,193000,0.193,1319321.764,1.319322
0801UWB5057,15512052, , ,192000,0.192,656542.7584,0.656543
0903HIG0281,15468325,952758,High Pond,191000,0.191,9123582.714,9.123583
0801EVE0500,15511884,949773,Evergreen Lake,190000,0.19,692492.5243,0.692493
1403MUS0280A,1749545,958211,Lake Muskoday,189000,0.189,11233992.18,11.233992
0601UWB5607,8084869, , ,189000,0.189,3108022.671,3.108023
0303UWB5127,21621555, , ,189000,0.189,1050596.27,1.050596
0704BUR0244,22026770,945228,Burnett Pond,189000,0.189,4178990.682,4.178991
0905OTT0340,15489432,976780,Otter Pond,189000,0.189,10001162.62,10.001163
0801MOS0491,15511838, , ,189000,0.189,2892194.659,2.892195
0905UWB5117,15490624, , ,189000,0.189,7258377.763,7.258378
1003SQU0062,9523149,970646,Square Pond,188000,0.188,516291.3475,0.516291
1004KEE0217,9527513,954429,Keenan Pond,188000,0.188,2965237.893,2.965238
1104KEN0258,22295200,954510,Kennels Pond,188000,0.188,1970461.743,1.970462
1401HEM0079,4147346,952562,Hemlock Lake,188000,0.188,3799629.252,3.799629
0601BRA0179,8086155,944565,Brackett Lake,188000,0.188,3186415.1,3.186415
0902USP0253,15457316, , ,188000,0.188,2094661.987,2.094662
0801THI0975,15510096,967371,Third Lake,188000,0.188,9949889.63,9.94989
0801MBR0707,15512138,957080,Middle Branch Lake,188000,0.188,3015414.58,3.015415
1304TYR3480,6210792,970733,Tyrrel Lake,187000,0.187,2936134.268,2.936134
0801CHU0778,15509730,946654,Chub Lake,187000,0.187,2536974.705,2.536975
1104FLE0444,22303737,950277,Flemings Pond,186000,0.186,1385374.963,1.385375
1104SEC0298,22293928,964777,Second Pond,186000,0.186,4602367.628,4.602368
1201BIG0790,22739111,943830,Big Alderbed,186000,0.186,22272228.73,22.272229
1104GIL0281,22294948,951134,Gilman Lake,186000,0.186,5707417.203,5.707417
1401TUR0190,4147194,967980,Turnpike Pond,186000,0.186,4947092.452,4.947092
0905TOO0306,15489304,977123,Tooley Pond,185000,0.185,1154741.758,1.154742
1309CRY0957,6186642,947898,Crystal Lake,185000,0.185,625114.778,0.625115
1302SEC0051,6224976, , ,185000,0.185,5254156.399,5.254156
1701PAN0610,9495608,959809,Lake Panamoka,184000,0.184,1800117.809,1.800118
1003BLA0205,9523539,944172,Black Pond,184000,0.184,4971766.309,4.971766
1003PIN0098,9523661,960540,Pine Pond,184000,0.184,796903.3226,0.796903
1304LIT0354,6211294,955728,Little Whaley Lake,184000,0.184,1085837.074,1.085837
0903UBR0317,15468579,968292,Upper Pond,184000,0.184,8915785.407,8.915785
0801BUB0748,15509824,945004,Bubb Lake,184000,0.184,2157474.677,2.157475
1601ROU1130,7711166,962987,Round Pond,183000,0.183,978844.3432,0.978844
1203MIL0849,22739023,957246,Mill Creek Lake,183000,0.183,945203.3979,0.945203
1302DUT0065A,6224116,948872,Lake Dutchess,183000,0.183,4595942.09,4.595942
1401DAV0209,2614898,948071,Davis Pond,183000,0.183,1227578.141,1.227578
0301UWB5473,15566687, , ,182000,0.182,424342.1757,0.424342
1306SIL0579A,6200704,965253,Silver Lake,182000,0.182,31646221.29,31.646221
1201GRE0727,22739265,951702,Green Lake,182000,0.182,6327744.355,6.327744
1302CHI0075,6224708, , ,182000,0.182,753847.4643,0.753847
0602ULE1053,9419491, , ,182000,0.182,10233722.13,10.233722
0801HOR0854,15510070,953210,Horn Lake,182000,0.182,691600.6181,0.691601
1104WHO0411,22303865,971201,Whortleberry Pond,181000,0.181,3261859.726,3.26186
1003LED0155,9523397,955157,Ledge Pond,181000,0.181,693427.0835,0.693427
1403ALD0346,1748493,942288,Alder Lake,181000,0.181,7788074.684,7.788075
0703VAN0044,22022564,968457,Vanderkamp Lake,181000,0.181,3514962.427,3.514962
1104BEA0348,22303893,969866,Beaver Pond,180000,0.18,2211993.635,2.211994
0903SEC0273,15466305,964780,Second Pond,180000,0.18,3444565.049,3.444565
0801GRA0802,15509920,951607,Gray Lake,180000,0.18,1848106.702,1.848107
1304UWB5235,6211488, , ,179000,0.179,833860.4204,0.83386
1104GOO0676,22305097,951335,Goodnow Pond,179000,0.179,14557289.19,14.557289
0601UWB0404A,8083285, , ,179000,0.179,652924.4823,0.652924
1601UWB1116A,7711526, , ,179000,0.179,4349550.653,4.349551
0102FAU0021A,15568555,949931,Faun Lake,179000,0.179,2939728.464,2.939728
1104JOC0259,22295224,954046,Jockeybush Lake,178000,0.178,1525295.207,1.525295
1202BEA0596,3245562,943264,Bear Gulch Pond,178000,0.178,1679067.171,1.679067
1402TRE0039,4147110,967778,Treasure Lake,178000,0.178,563003.2826,0.563003
1404UWB5437,2613204, , ,178000,0.178,28919646.13,28.919646
0404UWB0098A,15547195, , ,178000,0.178,2420993.223,2.420993
0905CAG0344,15490946,945431,Cage Lake,178000,0.178,2258184.878,2.258185
1702WIL0100B,9508856,971361,Willow Lake,177000,0.177,474075.603,0.474076
1104OLI0385,22303823,959346,Oliver Pond,177000,0.177,1034418.348,1.034418
1201TRO0793,22739085,967880,Trout Lake,177000,0.177,2438974.463,2.438974
1401BLI0177,4147240,944256,Blind Pond,177000,0.177,603459.344,0.603459
1305UPT0384,6210560,968316,Upton Lake,176000,0.176,2587120.51,2.587121
1004ROU0258,9527677,962979,Round Lake,176000,0.176,2930514.443,2.930514
1102BAB1109,22289765, , ,176000,0.176,883515.8042,0.883516
1301IND0167,6224998, , ,176000,0.176,814978.7233,0.814979
0902HOR0078,15454540,953248,Horseshoe Pond,176000,0.176,17942291.63,17.942292
0903HIGPS - UNSPECIFIED147,15466281,952757,High Pond,175000,0.175,615173.9649,0.615174
0703PLE0019,22025176,960712,Pleasant Lake,175000,0.175,409310.0577,0.40931
1401SAN0267,2615482,964397,Sand Pond,175000,0.175,2591825.416,2.591825
0105SIL0157,9839922,965243,Silver Creek Reservoir,175000,0.175,16607914.86,16.607915
1702SIL1076,6260996, , ,174000,0.174,652113.2903,0.652113
0801BEA5185,15511944, , ,174000,0.174,4387750.935,4.387751
1307YAN0853,6189510,971803,Yanketown Pond,174000,0.174,10241516.5,10.241516
0703COD0093A,22022478,946991,Cody Pond,174000,0.174,5088916.392,5.088916
0801BEL0423,15511862,943575,Belfort Pond,174000,0.174,676868320.7,676.868321
1501SKE1002F,6244714,965346,Lake Skemonto,173000,0.173,1650456.712,1.650457
1101TRO0459,6185484,967903,Troy Reservoir,173000,0.173,4149798.806,4.149799
0904COO0347,15489314,976182,Cook Pond,173000,0.173,565690.2439,0.56569
0902CRA0132,15457320,947679,Cranberry Pond,173000,0.173,1055870.081,1.05587
0303CRA1040,21622979,947674,Cranberry Pond,173000,0.173,2416098.87,2.416099
1104SEV0631A,22305117,965331,Sixth Lake,173000,0.173,7713166.759,7.713167
1302ICE0098,6224640,953575,Ice Pond,173000,0.173,8374399.672,8.3744
0801DEE0561,15509564,948218,Deer Pond,173000,0.173,1259063.294,1.259063
0903PEL0325,15468529,960105,Pelcher Pond,173000,0.173,1181736.981,1.181737
0801PIG0779,15509688,960379,Pigeon Lake,173000,0.173,1038738.54,1.038739
0801HIT0639,15511962,952899,Hitchcock Lake,173000,0.173,1822030.758,1.822031
1309SIK6538,6189456, , ,172000,0.172,7118951.095,7.118951
1301MIR0433,6210506,957432,Mirror Lake,172000,0.172,3421600.236,3.4216
1301SHA0424,6185466, , ,172000,0.172,1146186.882,1.146187
1401SUN5567,4147206,966822,Sunrise Lake,172000,0.172,3909293.454,3.909293
0904UWB5056,15477621, , ,172000,0.172,6717021.928,6.717022
0904PLE0341,15476405,976832,Pleasant Lake,172000,0.172,1317510.998,1.317511
0903BAR0014,15465689,975919,Barney Pond,172000,0.172,1294159.301,1.294159
1501ASK1003E,6229648,942646,Lake Askoti,171000,0.171,1827675.355,1.827675
1004SLU0224,9527283,965439,Slush Pond,171000,0.171,2741793.266,2.741793
1301DIC0156,6225654,948436,Dickerson Pond,171000,0.171,1722572.675,1.722573
1701DON0565A,9495754, , ,171000,0.171,143772797,143.772797
0906CRO0042,15483801,947787,Crooked Pond,171000,0.171,2374287.539,2.374288
0801LOT0664,15512086,955619,Little Otter Lake,171000,0.171,4556863.593,4.556864
1104TRI0358,22304019,967845,Tripp Pond,170000,0.17,6504368.531,6.504369
0801SOU0582,15509696,970637,South Pond,170000,0.17,1765381.295,1.765381
1401BUR0082,4147300,945252,Burnt Hope Lake,170000,0.17,6570378.7,6.570379
0903UMO0212,15466319,968285,Upper Moose Pond,170000,0.17,2265489.596,2.26549
0904JOC0367,15476451,976497,Jocks Pond,170000,0.17,968602.8949,0.968603
1301BOG0200,6216364,944390,Bog Meadow Pond,169000,0.169,1125249.21,1.125249
1702SIS1110,7730797,210881,Siscowit Reservoir,169000,0.169,8959478.397,8.959478
0903THI0274,15466325,967379,Third Pond,169000,0.169,1202463.981,1.202464
0903CAR0282,15468279,945939,Cary Pond,169000,0.169,7537212.846,7.537213
1701PRO0009,9497940,961191,Prospect Park Lake,168000,0.168,1575916.584,1.575917
0902LLO0141,9523311,955582,Little Long Pond,168000,0.168,821137.2631,0.821137
1301ROU0446,6210360,962989,Round Pond,168000,0.168,2417936.156,2.417936
1302UWB0128A,6225910, , ,168000,0.168,3366018.42,3.366018
0403UWB5524,15549883, , ,168000,0.168,11109216.79,11.109217
0902RAG0058,15448106,958103,Mud Pond,168000,0.168,20877236.13,20.877236
0902WOL0065,15448226,971573,Wolf Pond,167000,0.167,3239764.923,3.239765
1005NOR0340,10311160,958893,North Pond,167000,0.167,1084970.83,1.084971
1003MUD0052,9522055, , ,167000,0.167,95285964.53,95.285965
1104WOO0681,22305093,971696,Woodruff Pond,167000,0.167,3281960.457,3.28196
1401MER0094,4147226,957000,Merriewold Lake,167000,0.167,3170113.696,3.170114
1404BLU0381,2613288,944339,Blueberry Lake,167000,0.167,1825682.972,1.825683
0601NAT5467,8086267, , ,167000,0.167,11495789.85,11.49579
1702BRO1110A,7730737, , ,167000,0.167,19660828.7,19.660829
1104DAG0508,22304051,947987,Daggett Pond,166000,0.166,1073133.784,1.073134
1005SLY0428,10313002,965441,Sly Pond,166000,0.166,1792913.964,1.792914
1104HOR0403,22303817,953245,Horseshoe Pond,166000,0.166,2539327.691,2.539328
1104HUN0574,22305201,953504,Huntley Pond,166000,0.166,3222627.163,3.222627
1301KNI0211,6187364,954771,Knickerbocker Lake,166000,0.166,2077134.531,2.077135
1104MUL0394,22303819,958147,Muller Pond,166000,0.166,3099629.493,3.099629
1402UWB0019A,4148598, , ,166000,0.166,941645.2405,0.941645
0701PAD0006,21971916,959740,Paddy Pond,166000,0.166,1424095.295,1.424095
1501WAN1002B,6244736,968761,Lake Wanoksink,165000,0.165,2185642.143,2.185642
0904TOW0373,15476525,977129,Town Line Pond,165000,0.165,416411.6956,0.416412
0801HUC0622,15512018,953371,Huckleberry Lake,165000,0.165,902941.3297,0.902941
1306HED0463A,6199594,952518,Heddens Lake,165000,0.165,19927005.93,19.927006
1104ROU0521,22305397,970548,Round Pond,165000,0.165,5565800.702,5.565801
1104SUL0366,22304009,966749,Sullivan Pond,165000,0.165,871655.7615,0.871656
1104KIB0291,22293992,954592,Kibby Pond,165000,0.165,3486203.118,3.486203
1702SIL1094,6240055, , ,165000,0.165,2830008.64,2.830009
1310FOR0107,6187832,950423,Forest Pond,164000,0.164,843852.0205,0.843852
1501SWA0984A,6243780, , ,164000,0.164,9273628.207,9.273628
1701GRE0885,9497628,951644,Great Patchogue Lake,164000,0.164,34575318.92,34.575319
0801PIC0832,15509980,960347,Pico Lake,164000,0.164,3232160.188,3.23216
0601HUN0215,8084845,953466,Hunt Pond,163000,0.163,2952497.866,2.952498
1104JIM0713,22303187,954035,Lake Jimmy,163000,0.163,2869222.714,2.869223
1203BAL0909,22738111,942950,Balsam Lake,163000,0.163,3069413.379,3.069413
1501UWB1009,6244660, , ,163000,0.163,11887359.13,11.887359
0602TOR0049,9419543,967676,Torpy Pond,163000,0.163,3651500.848,3.651501
0905LSO0198,15494488,956112,Lower South Pond,163000,0.163,2529789.646,2.52979
0801PAN0809,15509960,959817,Panther Lake,163000,0.163,1039622.206,1.039622
0904BRO0350,15476449, , ,163000,0.163,1757278.058,1.757278
0801GUL0717,15512220,951933,Gull Lake,163000,0.163,696988.4942,0.696988
1304NUC5222,6211178,959055,Nuclear Lake,162000,0.162,2493685.851,2.493686
1006MUD0369,10311878,958078,Mud Pond,162000,0.162,1090407.107,1.090407
1307KEN0851,6191420,954520,Kenozia Lake,162000,0.162,3192908.92,3.192909
1104LON0310,22293940,955915,Long Pond,162000,0.162,1386864.215,1.386864
1201OTT0729,22739253,970437,Otter Lake,162000,0.162,3329391.155,3.329391
1201COR0664,22739365,947448,Cork Center Reservoir,162000,0.162,9273151.259,9.273151
1310CHR0105,6187976,946649,Chrysler Pond,162000,0.162,1657096.303,1.657096
1201MOU0691,22739317,957945,Mountain Lake,162000,0.162,1296902.927,1.296903
0905WAL0214,15493526,968684,Walker Lake,162000,0.162,694289.1676,0.694289
1701KEL0798,9495558,954455,Kellis Pond,161000,0.161,13492776.74,13.492777
1101BON0115,22287737,944428,Lake Bonita,161000,0.161,1385310.718,1.385311
1005UWB5349,10313118, , ,161000,0.161,15224632.52,15.224633
1003PAT0027,9520975,959995,Patterson Reservoir,161000,0.161,24139565.65,24.139566
1202SUM0629,3245576,966772,Summit Lake,161000,0.161,1007281.095,1.007281
1001HAD0278,9527517,951978,Hadley Pond,160000,0.16,3538300.799,3.538301
1104BUC0251,22295014,945072,Buckhorn Lake,160000,0.16,1884149.301,1.884149
1104PUF0589,22305309,961941,Puffer Pond,160000,0.16,2557011.364,2.557011
1201BUT0564,22739357,945355,Lake Butterfield,160000,0.16,10668084.79,10.668085
1306MAR0471,6199618,956487,Lake Maratanza,160000,0.16,404736.7044,0.404737
1701POX0787,9495502,961086,Poxabogue Pond,160000,0.16,6666099.963,6.6661
0601GIL0287,8084855,951095,Gilbert Lake,160000,0.16,2504595.175,2.504595
0602STU0038A,9422469,966657,Stump Pond,160000,0.16,3368344.071,3.368344
0705UWB0387,21981005, , ,160000,0.16,463912287.8,463.912288
0905MUS0300,15489352,976710,Muskrat Pond,160000,0.16,1871488.777,1.871489
0902DUA0080,15454520,948717,Lake Duane,160000,0.16,5617460.317,5.61746
1104BEA0510,22306925,943292,Bear Pond,159000,0.159,2076922.717,2.076923
0102LA 5022,15567033, , ,159000,0.159,905046.8751,0.905047
1202MAY0643,3247332,956708,Mayham Pond,159000,0.159,8986044.68,8.986045
1501LLO1003B,6229662,955583,Little Long Pond,159000,0.159,3958386.981,3.958387
1402UWB5571,4147074, , ,159000,0.159,1958785.597,1.958786
1103BAR0085,22287701,943020,Barkley Pond,158000,0.158,2964488.07,2.964488
1104WOL0640,22305115,971565,Wolf Pond,158000,0.158,1658459.912,1.65846
1104WAK0666,22305281,968656,Wakely Pond,158000,0.158,975815.2295,0.975815
1203BUT0836,22739065, , ,158000,0.158,1399366.255,1.399366
1301OSC0182,6225230,959215,Oceola Lake,158000,0.158,5790267.149,5.790267
0905LOW0061,15488790,976610,Lower Lake,158000,0.158,1482030988,1482.030988
0801ROS0568,15509574,962911,Rose Pond,158000,0.158,10850089.25,10.850089
1201FEA0571,22744501,949950,Featherstonhaugh Lake,157000,0.157,1439108.426,1.439108
0901UWB5117,15475137, , ,157000,0.157,564797.3184,0.564797
0902CLA0153,9523349,946725,Clamshell Pond,157000,0.157,732107.8165,0.732108
0303SHE0389,15506198, , ,157000,0.157,8903132.992,8.903133
0801LMI0847,15509972,957450,Mitchell Ponds,157000,0.157,1629596.121,1.629596
1005DOL0424,10312980,948555,Dolph Pond,156000,0.156,5419456.091,5.419456
1104BAS0464,22303673,943144,Bass Lake,156000,0.156,1110978.071,1.110978
1104WIL0215,22295080,971326,Willis Lake,156000,0.156,1325727.137,1.325727
1104BEN0182,22295184,943676,Bennett Lake,156000,0.156,2895188.713,2.895189
1401ROC0207,120053082,970533,Rock Lake,156000,0.156,5995651.444,5.995651
0601BEA0359,8083293,943320,Bear Swamp Pond,156000,0.156,866070.6989,0.866071
0905ELI0152,15490888,949477,Elijah Lake,156000,0.156,1225807.906,1.225808
1104SAL0712,22303191,964309,Lake Sally,155000,0.155,561284.7062,0.561285
1310PHI0129,6187734,960312,Philmont Reservoir,155000,0.155,2503612.913,2.503613
0801GIB0684,166890767,951061,Gibbs Lake,154000,0.154,1209600.75,1.209601
1005SHE0351,10311460,965081,Sherman Lake,154000,0.154,8062202.257,8.062202
1306HON0812,6199574,953151,Honk Lake,154000,0.154,269806710.9,269.806711
1301TIB0183E,6224668,967504,Lake Tibet,154000,0.154,861787.7559,0.861788
0602MEL0039,9422465,949527,Ellis Lake,154000,0.154,4250665.564,4.250666
0202UWB5604,9840000, , ,153000,0.153,2823658.905,2.823659
1306WIL0769,6199520,950034,Fifth Lake,153000,0.153,609844.6253,0.609845
0903PIT0057A,15465891,960642,Pitchfork Pond,153000,0.153,1015394.087,1.015394
1201UWB0940A,22746203,953591,Ilion Reservoir Number Three,153000,0.153,3621498.423,3.621498
1501LDA1008,6244678,955506,Little Dam Lake,153000,0.153,18647147.85,18.647148
1701MAS0968,9497890,956654,Massapequa Lake,153000,0.153,105730941.6,105.730942
1702WAM1104,7731055, , ,153000,0.153,1181147.873,1.181148
0602CHE0032,9422539,946485,Chenango Lake,152000,0.152,2639822.287,2.639822
0905CLE0249,15490558,976149,Clear Lake,152000,0.152,473070.2664,0.47307
0801PEA0502,15511890,960046,Peaked Mountain Lake,152000,0.152,937099.05,0.937099
0903BUM0128,15466495,945172,Bum Pond,152000,0.152,573795.7454,0.573796
1003LCO5363,9523477,955497,Little Colby Pond,152000,0.152,9201748.443,9.201748
1301COB0415C,6211126,946953,Cobalt Lake,152000,0.152,31025735.9,31.025736
1403AMB0336,1749509,942417,Amber Lake,152000,0.152,1428124.444,1.428124
1402NO20004,4148728,962402,Reservoir Number Two,152000,0.152,4807854.827,4.807855
0602GOO0067B,9421567,951320,Goodale Lake,152000,0.152,68010211.06,68.010211
0904LON0321,15476381,976589,Long Pond,152000,0.152,2241111.803,2.241112
0903POT0051,15465747,961048,Potter Pond,152000,0.152,5734127.802,5.734128
0801BUC0910,15512312,945030,Buck Lake,152000,0.152,973100.7319,0.973101
1309NOR6398,6189488,965800,South Lake,151000,0.151,4410859.141,4.410859
1104ADJ0692A,22305075,942191,Adjidaumo Flow,151000,0.151,5770470.789,5.770471
