"LOCATION_NAME","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","SAMPLE_DATE","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_PROFILE_DEPTH","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","WCFD_EQUIPMENT_TYPE","WCFD_EQUIPMENT_DESC"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",13.958,1.06,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",54.126,0.29,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",74.195,0.3,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",14.947,0.23,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",19.062,0.63,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",27.651,0.64,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",18.381,0.73,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",0.678,1.39,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",32.809,0.22,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",45.044,0.5,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",34.657,0.23,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",3.193,3.28,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",77.602,0.09,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",54.126,0.1,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",70.265,0.11,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",62.3,0.12,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",47.107,0.16,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",36.681,0.17,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",31.943,0.19,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",24.658,0.2,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",13.958,0.29,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",8.362,0.33,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",9.214,0.36,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",2.655,0.78,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",3.193,0.85,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",4.559,0.96,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",57.338,0.29,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",64.822,0.42,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",43.024,0.44,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",23.632,0.62,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",24.658,0.68,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2022-08-24,"epilimnion sample","CHLOROPHYLL A",NA,7.16,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-21,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.804,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2021-07-25,"epilimnion sample","CHLOROPHYLL A",NA,11.184,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2021-08-03,"epilimnion sample","CHLOROPHYLL A",NA,4.502,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2021-08-22,"epilimnion sample","CHLOROPHYLL A",NA,9.584,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",7.847,1.29,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",20.052,0.7,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",34.657,0.79,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",14.947,0.81,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",10.72,1.22,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-24,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,4.671,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",47.107,0.5,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-08-21,"epilimnion sample","CHLOROPHYLL A",NA,4.2,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-08-21,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,6.904,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-05,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.328,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",50.646,0.43,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",9.214,1.32,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",6.43,2.7,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",5.763,2.74,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",5.159,3,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",74.195,0.11,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",40.941,0.16,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-09,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,7.124,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-09,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,5.636,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-09,"epilimnion sample","CHLOROPHYLL A",NA,4,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",64.822,0.14,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",28.877,0.2,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",23.632,0.19,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",7.434,0.42,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",12.47,1.24,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",21.143,0.74,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",12.47,0.34,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",7.847,0.35,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",28.877,0.67,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",10.72,0.34,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",2.223,0.63,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",5.763,0.71,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",8.362,1.21,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",27.651,0.19,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",20.052,0.2,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",70.265,0.33,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-18,"epilimnion sample","CHLOROPHYLL A",NA,5.184,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-09-08,"epilimnion sample","CHLOROPHYLL A",NA,9.26,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-03,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,4.116,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2020-07-26,"epilimnion sample","CHLOROPHYLL A",NA,4.564,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-08-04,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.545,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2020-08-23,"epilimnion sample","CHLOROPHYLL A",NA,5.958,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-18,"epilimnion sample","CHLOROPHYLL A",NA,2.5,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2020-09-06,"epilimnion sample","CHLOROPHYLL A",NA,7.402,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-07-23,"epilimnion sample","CHLOROPHYLL A",NA,7.676,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",31.943,0.65,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"epilimnion sample","CHLOROPHYLL A",NA,3.008,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",6.996,2.26,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",43.024,0.14,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",80.213,0.39,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",1.713,0.51,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",25.676,0.76,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-03,"epilimnion sample","CHLOROPHYLL A",NA,2.4,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-06-23,"epilimnion sample","CHLOROPHYLL A",NA,10.564,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-18,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,5.259,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",38.676,0.16,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",31.03,0.2,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",67.59,0.36,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",2.223,2.39,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",62.3,0.36,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",3.836,0.97,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",77.602,0.25,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",8.767,0.34,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",16.762,0.77,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",9.971,1.19,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",19.062,0.19,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",0.916,0.42,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-03,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,1.198,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-24,"epilimnion sample","CHLOROPHYLL A",NA,6,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-09-24,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,10.553,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-05,"epilimnion sample","CHLOROPHYLL A",NA,4.3,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-05,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,3.789,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-10-08,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,6.796,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-06-24,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,5.536,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2017-09-18,"hypolimnion sample","CHLOROPHYLL A (PROBE)",NA,0.944,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-21,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,3.725,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-10-08,"epilimnion sample","CHLOROPHYLL A",NA,7.9,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-07-21,"epilimnion sample","CHLOROPHYLL A",NA,3.6,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",79.808,0.07,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-06-24,"epilimnion sample","CHLOROPHYLL A",NA,3.6,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-08-04,"epilimnion sample","CHLOROPHYLL A",NA,3.1,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-10-08,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,11.637,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2020-07-12,"epilimnion sample","CHLOROPHYLL A",NA,9.122,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2018-08-04,"epilimnion sample","CHLOROPHYLL A (PROBE)",NA,3.966,"RFU","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-07-07,"epilimnion sample","CHLOROPHYLL A",NA,6.276,"ug/L","KEMMERER",""
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",9.971,0.33,"RFU","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",59.876,0.46,"ug/L","PROBE/SENSOR","YSI EXO"
"CAYUGA LAKE CSL2 SOUTH (2017-) SAME AS HISTORIC MS",-76.5975,42.55517,2019-08-05,"depth profile","CHLOROPHYLL A (PROBE)",16.762,0.22,"RFU","PROBE/SENSOR","YSI EXO"
