"LAKE_HISTORY_ID","LAKE_WATERBODY_NAME","Year","Date_First_Listing","Date_Last_Listing","Number_of_Reports","List_of_Locations","LATITUDE","LONGITUDE"
"07-ONID-1.0","ONEIDA RIVER",2016,"2016-08-30","2016-09-19",2,"07-ONID-1.0",43.210484,-76.266313
"07-ONID-1.0","ONEIDA RIVER",2012,"2012-07-13","2012-07-13",1,"07-ONID-1.0",43.210484,-76.266313
"07-ONID-1.0","ONEIDA RIVER",2013,"2013-08-11","2013-08-25",2,"07-ONID-1.0",43.210484,-76.266313
"07-ONID-1.0","ONEIDA RIVER",2019,"2019-08-02","2019-08-02",1,"07-ONID-1.0",43.210484,-76.266313
"07-OSWE-24.0","SENECA RIVER",2020,"2020-08-19","2020-08-19",1,"07-OSWE-24.0",43.19998047,-76.28022818
"07-OSWE-5.2","OSWEGO RIVER",2016,"2016-10-04","2016-10-04",1,"07-OSWE-5.2",43.397788,-76.471383
"07-OWAS-15.3","OWASCO OUTLET",2021,"2021-08-13","2021-08-13",1,"07-OWAS-15.3",42.92038209,-76.54794026
"07-OWAS-15.3","OWASCO OUTLET",2022,"2022-09-16","2022-09-16",1,"07-OWAS-15.3",42.92038209,-76.54794026
"07-SEOS-23.6","SENECA RIVER",2020,"2020-07-25","2020-07-25",1,"07-SEOS-23.6",43.16131633,-76.35584306
"07-SEOS-53.0","SENECA RIVER",2015,"2015-09-03","2015-09-03",1,"07-SEOS-53.0",42.909555,-76.799193
"07-SEOS-6.9","SENECA RIVER",2020,"2020-07-22","2020-07-28",2,"07-SEOS-6.9",42.97573616,-76.73541292
"07-SUKE-0.1","SUCKER BROOK",2016,"2016-08-08","2016-08-08",1,"07-SUKE-0.1",42.875013,-77.276525
"0701CRO0185","CROSS LAKE",2020,"2020-07-24","2020-07-27",2,"0701CRO0185_BEACH_2, 0701CRO0185_C",43.111,-76.4692
"0701CRO0185","CROSS LAKE",2019,"2019-06-17","2019-06-17",1,"0701CRO0185_C",43.111,-76.4692
"0701CRO0185","CROSS LAKE",2021,"2021-07-01","2021-09-14",2,"0701CRO0185_BEACH_2, 0701CRO0185_DH",43.111,-76.4692
"0701CRO0185","CROSS LAKE",2022,"2022-07-04","2022-07-04",1,"0701CRO0185_C",43.111,-76.4692
"0701NEA0009","LAKE NEATAHWANTA",2020,"2020-05-26","2020-10-28",19,"0701NEA0009_PIER",43.308102,-76.437202
"0701NEA0009","LAKE NEATAHWANTA",2019,"2019-02-05","2019-11-05",22,"0701NEA0009_PIER",43.308102,-76.437202
"0701NEA0009","LAKE NEATAHWANTA",2012,"2012-06-28","2012-09-20",3,"0701NEA0009_C",43.308102,-76.437202
"0701NEA0009","LAKE NEATAHWANTA",2014,"2014-07-09","2014-07-16",2,"0701NEA0009_C",43.308102,-76.437202
"0701NEA0009","LAKE NEATAHWANTA",2021,"2021-06-01","2021-11-02",20,"0701NEA0009_C, 0701NEA0009_PIER",43.308102,-76.437202
"0701UWBXXX1","UNNAMED WATER (BALDWINSVILLE)",2021,"2021-07-01","2021-07-01",1,"0701UWBXXX1_C",43.173603,-76.346497
"0702HIA0156","HIAWATHA LAKE",2019,"2019-06-17","2019-06-17",1,"0702HIA0156_C",43.025799,-76.168701
"0702HIA0156","HIAWATHA LAKE",2018,"2018-07-16","2018-07-24",2,"0702HIA0156_C, 0702HIA0156_DH",43.025799,-76.168701
"0702HIA0156","HIAWATHA LAKE",2016,"2016-07-28","2016-07-28",1,"0702HIA0156_C",43.025799,-76.168701
"0702HIA0156","HIAWATHA LAKE",2017,"2017-06-27","2017-10-13",5,"0702HIA0156_C",43.025799,-76.168701
"0702ONO0154","ONONDAGA LAKE",2019,"2019-07-12","2019-07-12",1,"0702ONO0154_C",43.0891,-76.210403
"0702OTI0175","OTISCO LAKE",2018,"2018-09-13","2018-09-13",1,"0702OTI0175_3319",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2021,"2021-06-29","2021-10-14",2,"0702OTI0175_C",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2017,"2017-07-01","2017-10-02",3,"0702OTI0175_C",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2022,"2022-07-07","2022-10-30",6,"0702OTI0175_C",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2015,"2015-08-09","2015-08-09",1,"0702OTI0175_C",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2020,"2020-07-11","2020-11-08",2,"0702OTI0175_3310, 0702OTI0175_C",42.8591,-76.279404
"0702OTI0175","OTISCO LAKE",2019,"2019-06-27","2019-08-13",4,"0702OTI0175_3304, 0702OTI0175_3305, 0702OTI0175_3308, 0702OTI0175_C",42.8591,-76.279404
"0703CAZ0153","CAZENOVIA LAKE",2016,"2016-06-15","2016-06-16",2,"0703CAZ0153_BEACH_1, 0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2021,"2021-06-12","2021-10-08",2,"0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2022,"2022-08-25","2022-08-25",1,"0703CAZ0153_BEACH_1",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2020,"2020-06-18","2020-09-15",8,"0703CAZ0153_BEACH_1, 0703CAZ0153_BEACH_2, 0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2014,"2014-08-08","2014-09-29",5,"0703CAZ0153_C, 0703CAZ0153_NE, 0703CAZ0153_NNE, 0703CAZ0153_SSE",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2018,"2018-07-03","2018-08-24",3,"0703CAZ0153_BEACH_1, 0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2019,"2019-07-03","2019-09-09",4,"0703CAZ0153_BEACH_1, 0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2013,"2013-08-13","2013-08-27",3,"0703CAZ0153_C",42.9482,-75.872002
"0703CAZ0153","CAZENOVIA LAKE",2012,"2012-09-07","2012-10-12",3,"0703CAZ0153_C",42.9482,-75.872002
"0703DER0139A","DE RUYTER RESERVOIR",2019,"2019-08-26","2019-08-26",1,"0703DER0139A_C",42.810699,-75.888603
"0703DER0139A","DE RUYTER RESERVOIR",2022,"2022-06-15","2022-10-02",4,"0703DER0139A_C",42.810699,-75.888603
"0703DER0139A","DE RUYTER RESERVOIR",2020,"2020-09-25","2020-09-25",1,"0703DER0139A_C",42.810699,-75.888603
"0703DER0139A","DE RUYTER RESERVOIR",2018,"2018-08-24","2018-09-16",4,"0703DER0139A_C",42.810699,-75.888603
"0703DER0139A","DE RUYTER RESERVOIR",2021,"2021-08-04","2021-09-16",2,"0703DER0139A_C",42.810699,-75.888603
"0703DER0139A","DE RUYTER RESERVOIR",2017,"2017-08-19","2017-09-13",2,"0703DER0139A_C",42.810699,-75.888603
"0703JAM0144","JAMESVILLE RESERVOIR",2017,"2017-08-17","2017-08-17",1,"0703JAM0144_C",42.973999,-76.069099
"0703JAM0144","JAMESVILLE RESERVOIR",2021,"2021-06-23","2021-08-04",2,"0703JAM0144_BEACH, 0703JAM0144_C",42.973999,-76.069099
"0703JAM0144","JAMESVILLE RESERVOIR",2018,"2018-06-22","2018-09-04",5,"0703JAM0144_BEACH, 0703JAM0144_C",42.973999,-76.069099
"0703JAM0144","JAMESVILLE RESERVOIR",2019,"2019-07-08","2019-08-14",4,"0703JAM0144_BEACH, 0703JAM0144_C",42.973999,-76.069099
"0703JAM0144","JAMESVILLE RESERVOIR",2020,"2020-08-06","2020-08-09",2,"0703JAM0144_BEACH, 0703JAM0144_C",42.973999,-76.069099
"0703JAM0144","JAMESVILLE RESERVOIR",2022,"2022-07-13","2022-08-05",2,"0703JAM0144_BEACH",42.973999,-76.069099
"0703ONE0026","ONEIDA LAKE",2013,"2013-07-26","2013-10-29",6,"0703ONE0026_C",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2021,"2021-06-19","2021-10-11",4,"0703ONE0026_C, 0703ONE0026_OPRBEACH",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2016,"2016-07-24","2016-08-23",2,"0703ONE0026_VER",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2017,"2017-06-26","2017-08-25",5,"0703ONE0026_BEACH_2, 0703ONE0026_BEACH_4, 0703ONE0026_C, 0703ONE0026_VER",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2014,"2014-08-20","2014-08-20",1,"0703ONE0026_C",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2015,"2015-07-24","2015-07-24",1,"0703ONE0026_BEACH_5",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2020,"2020-06-26","2020-08-29",28,"0703ONE0026_BEACH_1, 0703ONE0026_BEACH_2, 0703ONE0026_BEACH_5, 0703ONE0026_BEACH_6, 0703ONE0026_C, 0703ONE0026_OPRBEACH",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2022,"2022-08-12","2022-08-23",2,"0703ONE0026_C, 0703ONE0026_OPRBEACH",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2018,"2018-06-24","2018-09-11",5,"0703ONE0026_BEACH_1, 0703ONE0026_C, 0703ONE0026_OPRBEACH",43.2033,-75.910004
"0703ONE0026","ONEIDA LAKE",2019,"2019-07-05","2019-10-03",10,"0703ONE0026_C, 0703ONE0026_OPRBEACH",43.2033,-75.910004
"0703PAN0094","PANTHER LAKE",2021,"2021-10-14","2021-10-14",1,"0703PAN0094_C",43.329201,-75.908699
"0703PAN0094","PANTHER LAKE",2017,"2017-07-31","2017-08-25",2,"0703PAN0094_C",43.329201,-75.908699
"0703PLE0019","PLEASANT LAKE",2016,"2016-09-25","2016-09-25",1,"0703PLE0019_C",43.235401,-76.222702
"0703PLE0019","PLEASANT LAKE",2015,"2015-08-30","2015-09-13",2,"0703PLE0019_C",43.235401,-76.222702
"0703PLE0019","PLEASANT LAKE",2012,"2012-07-09","2012-07-09",1,"0703PLE0019_C",43.235401,-76.222702
"0703PLE0019","PLEASANT LAKE",2019,"2019-07-23","2019-07-23",1,"0703PLE0019_C",43.235401,-76.222702
"0703SUN0120","SUNSET LAKE",2017,"2017-06-26","2017-07-24",2,"0703SUN0120_C",43.057301,-75.606598
"0703TUS0153A","TUSCARORA LAKE",2013,"2013-06-21","2013-08-27",2,"0703TUS0153A_C",42.866501,-75.758598
"0703TUS0153A","TUSCARORA LAKE",2022,"2022-08-23","2022-09-09",3,"0703TUS0153A_C",42.866501,-75.758598
"0703TUS0153A","TUSCARORA LAKE",2017,"2017-09-26","2017-09-26",1,"0703TUS0153A_C",42.866501,-75.758598
"0703TUS0153A","TUSCARORA LAKE",2019,"2019-06-18","2019-06-18",1,"0703TUS0153A_C",42.866501,-75.758598
"0703UWB0037A","UNNAMED WATER",2020,"2020-08-20","2020-08-20",1,"0703UWB0037A_C",43.3293,-76.054199
"0703VAN0044","VANDERCAMP LAKE",2018,"2018-07-31","2018-07-31",1,"0703VAN0044_BEACH",43.2582,-75.9075
"0703VAN0044","VANDERCAMP LAKE",2020,"2020-08-05","2020-08-05",1,"0703VAN0044_BEACH",43.2582,-75.9075
"0704CAN0286","CANANDAIGUA LAKE",2018,"2018-08-16","2018-09-23",11,"0704CAN0286_3601, 0704CAN0286_3603, 0704CAN0286_3605, 0704CAN0286_3606, 0704CAN0286_3608, 0704CAN0286_3615, 0704CAN0286_3616, 0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2021,"2021-06-29","2021-10-14",25,"0704CAN0286_3602, 0704CAN0286_3603, 0704CAN0286_3605, 0704CAN0286_3606, 0704CAN0286_3616, 0704CAN0286_3617, 0704CAN0286_3618, 0704CAN0286_3633, 0704CAN0286_3638, 0704CAN0286_3648, 0704CAN0286_3658, 0704CAN0286_3665, 0704CAN0286_3668, 0704CAN0286_BEACH_3, 0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2016,"2016-09-07","2016-09-07",1,"0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2017,"2017-09-13","2017-09-25",3,"0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2022,"2022-08-16","2022-10-06",11,"0704CAN0286_3602, 0704CAN0286_3605, 0704CAN0286_3606, 0704CAN0286_3638, 0704CAN0286_3668",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2015,"2015-09-01","2015-09-24",3,"0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2020,"2020-07-20","2020-10-09",29,"0704CAN0286_3601, 0704CAN0286_3602, 0704CAN0286_3605, 0704CAN0286_3606, 0704CAN0286_3607, 0704CAN0286_3609, 0704CAN0286_3616, 0704CAN0286_3618, 0704CAN0286_3622, 0704CAN0286_3627, 0704CAN0286_3631, 0704CAN0286_3634, 0704CAN0286_3643, 0704CAN0286_BEACH_1, 0704CAN0286_BEACH_2, 0704CAN0286_BEACH_3, 0704CAN0286_C",42.778,-77.3051
"0704CAN0286","CANANDAIGUA LAKE",2019,"2019-08-13","2019-10-28",25,"0704CAN0286_3601, 0704CAN0286_3602, 0704CAN0286_3603, 0704CAN0286_3605, 0704CAN0286_3606, 0704CAN0286_3609, 0704CAN0286_3613, 0704CAN0286_3614, 0704CAN0286_3615, 0704CAN0286_3616, 0704CAN0286_3618, 0704CAN0286_3626, 0704CAN0286_3628, 0704CAN0286_C",42.778,-77.3051
"0704FAI0263A","FAIRPORT RESERVOIR",2022,"2022-06-23","2022-06-23",1,"0704FAI0263A_C",42.9374,-77.4378
"0704HALXXX1","HALF MOON LAKE",2020,"2020-07-31","2020-07-31",1,"0704HALXXX1_C",42.69977,-77.24508
"0704MUA5702","MUAR LAKES",2015,"2015-09-17","2015-09-17",1,"0704MUA5702_C",42.88,-77.2629
"0704NEW0273","NEWARK RESERVOIR",2016,"2016-09-16","2016-09-16",1,"0704NEW0273_C",42.9347,-77.0933
"0704NEW0273","NEWARK RESERVOIR",2017,"2017-09-19","2017-09-19",1,"0704NEW0273_C",42.9347,-77.0933
"0704WIN5669","WINDWARD LAKE",2022,"2022-08-25","2022-08-25",1,"0704WIN5669_C",43.1265,-77.3184
"0705CAY0296","CAYUGA LAKE",2016,"2016-08-15","2016-09-19",4,"0705CAY0296_C, 0705CAY0296_CAN",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2014,"2014-07-21","2014-08-06",2,"0705CAY0296_C",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2021,"2021-06-29","2021-10-07",40,"0705CAY0296_3402, 0705CAY0296_3406, 0705CAY0296_3407, 0705CAY0296_3408, 0705CAY0296_3416, 0705CAY0296_3420, 0705CAY0296_3424, 0705CAY0296_3430, 0705CAY0296_3436, 0705CAY0296_3439, 0705CAY0296_3443, 0705CAY0296_3458, 0705CAY0296_3459, 0705CAY0296_3471, 0705CAY0296_3474, 0705CAY0296_3477, 0705CAY0296_BEACH_8, 0705CAY0296_C",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2017,"2017-07-16","2017-10-10",13,"0705CAY0296_BEACH_1, 0705CAY0296_BEACH_8, 0705CAY0296_C, 0705CAY0296_CSL2, 0705CAY0296_HON",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2019,"2019-07-07","2019-09-24",26,"0705CAY0296_3402, 0705CAY0296_3404, 0705CAY0296_3406, 0705CAY0296_3407, 0705CAY0296_3420, 0705CAY0296_3432, 0705CAY0296_3442, 0705CAY0296_3443, 0705CAY0296_3450, 0705CAY0296_3458, 0705CAY0296_3459, 0705CAY0296_BEACH_1, 0705CAY0296_BEACH_5, 0705CAY0296_C, 0705CAY0296_CSL5",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2020,"2020-07-04","2020-10-09",45,"0705CAY0296_3401, 0705CAY0296_3402, 0705CAY0296_3404, 0705CAY0296_3406, 0705CAY0296_3407, 0705CAY0296_3416, 0705CAY0296_3423, 0705CAY0296_3443, 0705CAY0296_3447, 0705CAY0296_3449, 0705CAY0296_3450, 0705CAY0296_3454, 0705CAY0296_3458, 0705CAY0296_3459, 0705CAY0296_3464, 0705CAY0296_3469, 0705CAY0296_3474, 0705CAY0296_3475, 0705CAY0296_BEACH_2, 0705CAY0296_BEACH_4, 0705CAY0296_BEACH_6, 0705CAY0296_BEACH_8, 0705CAY0296_C, 0705CAY0296_OPRBEACH_1",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2018,"2018-07-01","2018-09-23",16,"0705CAY0296_3401, 0705CAY0296_3404, 0705CAY0296_3409, 0705CAY0296_3416, 0705CAY0296_3418, 0705CAY0296_3433, 0705CAY0296_3435, 0705CAY0296_3444, 0705CAY0296_C, 0705CAY0296_OPRBEACH_2",42.6883,-76.7021
"0705CAY0296","CAYUGA LAKE",2022,"2022-06-22","2022-10-05",34,"0705CAY0296_3402, 0705CAY0296_3406, 0705CAY0296_3410, 0705CAY0296_3416, 0705CAY0296_3418, 0705CAY0296_3430, 0705CAY0296_3450, 0705CAY0296_3451, 0705CAY0296_3458, 0705CAY0296_3459, 0705CAY0296_3473, 0705CAY0296_3474, 0705CAY0296_3475, 0705CAY0296_3477, 0705CAY0296_C, 0705CAY0296_CSL5, 0705CAY0296_OPRBEACH_1",42.6883,-76.7021
"0705COM0333","LAKE COMO",2022,"2022-10-06","2022-10-06",1,"0705COM0333_C",42.6772,-76.3025
"0705COM0333","LAKE COMO",2015,"2015-08-06","2015-09-15",5,"0705COM0333_W",42.6772,-76.3025
"0705COM0333","LAKE COMO",2020,"2020-09-23","2020-09-28",2,"0705COM0333_C",42.6772,-76.3025
"0705COM0333","LAKE COMO",2016,"2016-06-16","2016-07-11",2,"0705COM0333_C, 0705COM0333_W",42.6772,-76.3025
"0705COM0333","LAKE COMO",2013,"2013-07-15","2013-08-07",3,"0705COM0333_C, 0705COM0333_W",42.6772,-76.3025
"0705DRY0318","DRYDEN LAKE",2017,"2017-06-28","2017-07-26",2,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2020,"2020-08-01","2020-08-03",2,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2016,"2016-08-23","2016-08-23",1,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2018,"2018-09-08","2018-09-08",1,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2019,"2019-07-24","2019-07-24",1,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2021,"2021-08-31","2021-08-31",1,"0705DRY0318_C",42.462,-76.2726
"0705DRY0318","DRYDEN LAKE",2022,"2022-07-13","2022-09-07",2,"0705DRY0318_C",42.462,-76.2726
"0705JEN0349","JENNINGS POND",2021,"2021-08-09","2021-08-09",1,"0705JEN0349_OPRBEACH",42.3448,-76.4876
"0705JEN0349","JENNINGS POND",2022,"2022-08-08","2022-08-08",1,"0705JEN0349_BEACH",42.3448,-76.4876
"0705KEU0388","KEUKA LAKE",2019,"2019-07-03","2019-10-30",19,"0705KEU0388_BEACH_10, 0705KEU0388_BEACH_7, 0705KEU0388_BEACH_9, 0705KEU0388_C",42.4934,-77.1395
"0705KEU0388","KEUKA LAKE",2020,"2020-07-21","2020-09-19",11,"0705KEU0388_3707, 0705KEU0388_3709, 0705KEU0388_3712, 0705KEU0388_3721, 0705KEU0388_BEACH_10, 0705KEU0388_BEACH_3, 0705KEU0388_BEACH_7, 0705KEU0388_BEACH_8, 0705KEU0388_BEACH_9, 0705KEU0388_CSL2",42.4934,-77.1395
"0705KEU0388","KEUKA LAKE",2022,"2022-08-04","2022-09-22",10,"0705KEU0388_3712, 0705KEU0388_3717, 0705KEU0388_3720, 0705KEU0388_3721, 0705KEU0388_3726, 0705KEU0388_3743, 0705KEU0388_C",42.4934,-77.1395
"0705KEU0388","KEUKA LAKE",2017,"2017-08-01","2017-09-26",5,"0705KEU0388_C",42.4934,-77.1395
"0705KEU0388","KEUKA LAKE",2018,"2018-08-04","2018-09-12",5,"0705KEU0388_BEACH_7, 0705KEU0388_BEACH_9, 0705KEU0388_C",42.4934,-77.1395
"0705KEU0388","KEUKA LAKE",2021,"2021-08-16","2021-11-09",7,"0705KEU0388_3708, 0705KEU0388_BEACH_10, 0705KEU0388_C",42.4934,-77.1395
"0705PRIXXX1","UNNAMED POND BURDETT",2016,"2016-08-23","2016-08-23",1,"0705PRIXXX1_C",42.45579,-76.82864
"0705PRIXXX2","UNNAMED POND KEUKA PARK",2017,"2017-08-11","2017-08-11",1,"0705PRIXXX2_C",42.53718,-77.13185
"0705SEN0369","SENECA LAKE",2015,"2015-08-18","2015-10-07",4,"0705SEN0369_C",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2018,"2018-08-19","2018-09-27",11,"0705SEN0369_3001, 0705SEN0369_3003, 0705SEN0369_3004, 0705SEN0369_3023, 0705SEN0369_3028, 0705SEN0369_3031, 0705SEN0369_3037, 0705SEN0369_3054",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2019,"2019-08-21","2019-10-19",21,"0705SEN0369_3001, 0705SEN0369_3003, 0705SEN0369_3005, 0705SEN0369_3009, 0705SEN0369_3010, 0705SEN0369_3011, 0705SEN0369_3012, 0705SEN0369_3016, 0705SEN0369_3025, 0705SEN0369_3042, 0705SEN0369_3052, 0705SEN0369_3053, 0705SEN0369_3066, 0705SEN0369_3072, 0705SEN0369_3098, 0705SEN0369_C, 0705SEN0369_OPRBEACH_1",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2016,"2016-08-28","2016-09-20",4,"0705SEN0369_3003, 0705SEN0369_3012, 0705SEN0369_3023",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2017,"2017-09-15","2017-09-25",10,"0705SEN0369_3001, 0705SEN0369_3002, 0705SEN0369_3004, 0705SEN0369_3008, 0705SEN0369_3014, 0705SEN0369_3016, 0705SEN0369_3025, 0705SEN0369_3034, 0705SEN0369_3052, 0705SEN0369_3057",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2022,"2022-08-16","2022-10-05",9,"0705SEN0369_3003, 0705SEN0369_3004, 0705SEN0369_3009, 0705SEN0369_3016, 0705SEN0369_3021, 0705SEN0369_3068",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2021,"2021-08-25","2021-10-19",15,"0705SEN0369_3002, 0705SEN0369_3003, 0705SEN0369_3008, 0705SEN0369_3009, 0705SEN0369_30102, 0705SEN0369_3019, 0705SEN0369_3025, 0705SEN0369_3028, 0705SEN0369_3068, 0705SEN0369_3081, 0705SEN0369_CSL2",42.66927,-76.89647
"0705SEN0369","SENECA LAKE",2020,"2020-07-16","2020-10-09",8,"0705SEN0369_3006, 0705SEN0369_3008, 0705SEN0369_3010, 0705SEN0369_30104, 0705SEN0369_3016, 0705SEN0369_3032, 0705SEN0369_3059, 0705SEN0369_OPRBEACH_1",42.66927,-76.89647
"0705UWB5898","THE LINDSAY-PARSONS BIODIVERSITY PRESERVE LAKES(S)",2020,"2020-10-17","2020-10-17",1,"0705UWB5898_C",42.3091,-76.5178
"0705UWBXXX2","UNNAMED WATERBODY (ITHACA)",2022,"2022-08-15","2022-08-15",1,"0705UWBXXX2_C",42.46055,-76.50876
"0705VAN0366A","VAN CLEEF LAKE",2015,"2015-09-03","2015-09-03",1,"0705VAN0366A_C",42.9131,-76.7913
"0706OWA0212","OWASCO LAKE",2013,"2013-08-25","2013-10-03",2,"0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2019,"2019-07-31","2019-10-11",19,"0706OWA0212_3101, 0706OWA0212_3104, 0706OWA0212_3106, 0706OWA0212_3110, 0706OWA0212_3114, 0706OWA0212_3128, 0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2014,"2014-08-22","2014-10-12",5,"0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2015,"2015-07-09","2015-10-05",10,"0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2018,"2018-08-12","2018-09-18",6,"0706OWA0212_3104, 0706OWA0212_3112, 0706OWA0212_3124, 0706OWA0212_3128, 0706OWA0212_BEACH_7",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2016,"2016-07-27","2016-10-03",10,"0706OWA0212_3101, 0706OWA0212_3104, 0706OWA0212_3105, 0706OWA0212_3106, 0706OWA0212_3114, 0706OWA0212_3117, 0706OWA0212_C, 0706OWA0212_WIP3",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2017,"2017-07-19","2017-09-29",11,"0706OWA0212_3101, 0706OWA0212_3103, 0706OWA0212_3105, 0706OWA0212_3106, 0706OWA0212_3112, 0706OWA0212_3122, 0706OWA0212_3124, 0706OWA0212_BEACH_3, 0706OWA0212_BEACH_6, 0706OWA0212_BEACH_7",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2022,"2022-08-09","2022-10-28",15,"0706OWA0212_3105, 0706OWA0212_3111, 0706OWA0212_3117, 0706OWA0212_3124, 0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2020,"2020-07-10","2020-10-05",34,"0706OWA0212_3102, 0706OWA0212_3103, 0706OWA0212_3104, 0706OWA0212_3113, 0706OWA0212_3114, 0706OWA0212_3119, 0706OWA0212_3124, 0706OWA0212_BEACH_1, 0706OWA0212_BEACH_3, 0706OWA0212_BEACH_5, 0706OWA0212_BEACH_7, 0706OWA0212_C",42.8738,-76.5282
"0706OWA0212","OWASCO LAKE",2021,"2021-08-05","2021-10-06",18,"0706OWA0212_3101, 0706OWA0212_3104, 0706OWA0212_3105, 0706OWA0212_3110, 0706OWA0212_3111, 0706OWA0212_3114, 0706OWA0212_3117, 0706OWA0212_3123, 0706OWA0212_3124, 0706OWA0212_3127, 0706OWA0212_BEACH_7, 0706OWA0212_CSL1",42.8738,-76.5282
"0706SUCXXX1",NA,2015,"2015-07-13","2015-07-13",1,"0706SUCXXX1_MOUTH",NA,NA
"0706SUCXXX1",NA,2018,"2018-08-06","2018-08-06",1,"0706SUCXXX1_MOUTH",NA,NA
"0707SKA0193","SKANEATELES LAKE",2017,"2017-09-16","2017-10-02",3,"0707SKA0193_C, 0707SKA0193_CSL1",42.8451,-76.3503
"0707SKA0193","SKANEATELES LAKE",2021,"2021-08-11","2021-10-06",13,"0707SKA0193_3501, 0707SKA0193_3502, 0707SKA0193_3504, 0707SKA0193_3516, 0707SKA0193_3524, 0707SKA0193_3527, 0707SKA0193_3534, 0707SKA0193_C",42.8451,-76.3503
"0707SKA0193","SKANEATELES LAKE",2018,"2018-08-04","2018-10-08",8,"0707SKA0193_3502, 0707SKA0193_3510, 0707SKA0193_3524, 0707SKA0193_C",42.8451,-76.3503
"0707SKA0193","SKANEATELES LAKE",2019,"2019-09-03","2019-10-11",11,"0707SKA0193_3504, 0707SKA0193_3506, 0707SKA0193_3524, 0707SKA0193_3525, 0707SKA0193_C",42.8451,-76.3503
"0707SKA0193","SKANEATELES LAKE",2020,"2020-08-07","2020-10-09",13,"0707SKA0193_3502, 0707SKA0193_3524, 0707SKA0193_3525, 0707SKA0193_BEACH_1",42.8451,-76.3503
"0707SKA0193","SKANEATELES LAKE",2022,"2022-08-10","2022-10-03",6,"0707SKA0193_3501, 0707SKA0193_3524, 0707SKA0193_3525",42.8451,-76.3503
"0707UWBXXX1","UNNAMED POND SPAFFORD",2018,"2018-10-05","2018-10-05",1,"0707UWBXXX1_C",42.89324,-76.35567
