NHD_new,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,SUM,LDI_streams_no_water,LDI_streams,LkAcres,Perimeter,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,PWL_ID,NAME,BASIN,Ws_Acres,LAKE_ID,Location_I,Long,Lat,Region,County,Type,LocType
W02020005000815,202500,711900,126000,10800,0,0,3345300,285300,863100,36900,162900,5661000,241200,2299500,560700,14507100,2.530670064,2.509303996,13.7649,1644.640882,Schoharie Creek *,12,Mohawk River Basin, , , ,14445.87793,1202UWB0587,1202UWB0587_C,-74.6146011,42.7221985,4,Schoharie,Lake,Centroid
W04120102000685,36000,34200,7200,0,0,0,212400,0,69300,0,900,142200,65700,0,11700,579600,2.606738411,2.506942719,7.215543213,670.5406683,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,711.3569946,0104UWB5723,0104UWB5723_C,-78.388298,42.4599991,9,Cattaraugus,Lake,Centroid
W04120102000669,233100,156600,32400,0,0,0,922500,419400,618300,3600,10800,1288800,524700,198000,35100,4443300,2.55696879,2.475288862,49.54,3810.363215,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0057,Clear Lake,Lake Erie-Niagara River,3220.514893,0104CLE0100,0104CLE0100_C,-78.8529968,42.5535011,9,Erie,Lake,Centroid
W04130001001231,167400,351000,141300,59400,900,44100,1821600,0,635400,52200,4500,1593000,680400,1566900,107100,7225200,2.494674828,2.460044981,7.041671421,962.8706278,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,6231.689941,,,0,0,0,,,
W04130001001277,900,8100,900,0,0,27000,40500,0,16200,0,0,99900,88200,261900,30600,574200,2.460612245,2.458324626,39.773,2138.333506,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,321.7128906,,,0,0,0,,,
W04130001001280,20700,0,0,0,0,0,62100,0,32400,6300,0,116100,13500,3600,2700,257400,2.573003802,2.446507382,6.765229674,902.9227831,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,315.013916,0301UWB0190F,0301UWB0190F_C,-78.9076004,43.1791,9,Niagara,Lake,Centroid
W04120102000646,33300,22500,5400,900,0,0,89100,1800,13500,0,900,85500,0,30600,1800,285300,2.628857143,2.438741675,6.780508982,649.9057103,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,273.6502991,0104UWB5432,0104UWB5432_C,-78.4215012,42.5587997,9,Wyoming,Lake,Centroid
W04130001001377,164700,8100,0,0,0,0,0,900,0,0,0,1800,108900,19800,2700,306900,4.082911392,2.428449006,49.22,2243.801317,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,285.8497009,0301UWB0168A,0301UWB0168A_C,-78.297699,43.0569992,8,Genesee,Lake,Centroid
W02020005006130,45900,10800,5400,5400,2700,0,39600,0,9900,2700,4500,6300,900,0,0,134100,3.165816327,2.424504101,10.4321,944.5373513,Schoharie Creek *,12,Mohawk River Basin, , , ,159.3490601,1202UWB0636,1202UWB0636_C,-74.5959015,42.4332008,4,Schoharie,Lake,Centroid
W04140101000898,155700,611100,88200,1800,900,2700,2268000,60300,315000,10800,1800,2358000,4368600,7839000,297000,18378900,2.436005531,2.423840219,25.8767,1754.101366,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0067,Metz Pond,Lake Ontario,25195.81641,0302MET0100,0302MET0100_C,-77.0197983,43.2042999,8,Wayne,Lake,Centroid
W04130001001230,243000,355500,144900,59400,900,44100,1824300,0,640800,52200,4500,1620900,680400,1566900,308700,7546500,2.461695625,2.414628636,48.5019,4968.176716,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,6593.015625,,,0,0,0,,,
W04120102000683,21600,7200,4500,0,0,0,118800,0,28800,0,0,70200,49500,0,11700,312300,2.51123839,2.406717899,12.1405,1118.32922,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,427.7107239,,,0,0,0,,,
W04120103000930,27900,0,0,0,0,0,3600,0,17100,0,0,0,34200,3600,0,86400,3.069538462,2.401261574,6.641186116,684.7902088,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,40.5342789,0103UWB5364,0103UWB5364_C,-78.5735016,42.8252983,9,Erie,Lake,Centroid
W02020005000825,108000,16200,10800,0,0,2700,59400,167400,196200,0,90900,385200,11700,4500,21600,1074600,2.553361266,2.397245487,31.6151,1449.947999,Schoharie Creek *,12,Mohawk River Basin,1202-0015,Cobleskill Reservoirs,Mohawk River,1189.622437,1202COB0583,1202COB0583_C,-74.4436035,42.664299,4,Schoharie,Lake,Centroid
W04120104001181,26100,13500,0,0,0,0,11700,14400,25200,0,900,34200,0,0,0,126000,2.75972973,2.395222222,6.654322173,702.7339067,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,74.3721466,0102UWB5127,0102UWB5127_C,-78.4408035,42.8879013,8,Genesee,Lake,Centroid
W04140102001199,33300,59400,2700,0,0,0,383400,18000,2700,9000,11700,127800,182700,171900,3600,1006200,2.442516189,2.39477738,19.4255,1650.178098,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,914.1775513,0303UWB5093,0303UWB5093_C,-76.0593033,43.6142006,7,Oswego,Lake,Centroid
W04140101000938,4500,12600,1800,0,0,0,7200,0,900,0,0,15300,0,22500,27900,92700,2.453061224,2.382535059,19.6003,1354.308766,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,76.7562103,,,0,0,0,,,
W02020004002996,47700,39600,9000,0,0,0,306900,26100,22500,3600,9000,320400,0,67500,20700,873000,2.449073064,2.369898053,21.6361,1823.011545,West Canada Creek,12,Mohawk River Basin,1201-0196,Mirror Lake,Mohawk River,401.3431091,1201MIRXXX1,1201MIRXXX1_C,-74.992654,43.039458,0,Herkimer,Lake,Centroid
W04120104001107,58500,14400,5400,2700,0,0,7200,0,0,0,0,1800,0,9000,6300,105300,4.051346154,2.356163343,39.373,2289.162499,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,223.6419525,0102LA 5022,0102LA 5022_C,-78.7811966,43.0042992,9,Erie,Lake,Centroid
W04120103000938,387900,2710800,406800,31500,6300,5400,26015400,5026500,11790900,270000,122400,9342000,17901900,5570100,525600,80113500,2.361156529,2.354565985,9.699073543,1143.88811,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,69679.01563,0103HOW5361,0103HOW5361_C,-78.5697021,42.7790985,9,Erie,Lake,Centroid
W04120104001157,8100,28800,5400,0,0,54900,941400,0,38700,14400,0,254700,304200,123300,7200,1781100,2.351796954,2.345649879,7.62387725,875.4674615,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,951.1774902,0102UWB5238,0102UWB5238_C,-78.2361984,42.8930016,8,Genesee,Lake,Centroid
W02020005000822,80100,43200,6300,0,0,0,115200,1800,48600,0,72900,98100,0,62100,24300,552600,2.568228571,2.340913862,24.5241,1458.451987,Schoharie Creek *,12,Mohawk River Basin, , , ,528.9747314,,,0,0,0,,,
W04140102001159,386100,477900,251100,44100,1800,18000,3381300,259200,230400,489600,133200,2079000,1884600,3615300,262800,13514400,2.377017893,2.337677218,119.836,4027.184141,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0046,Henderson Pond,Lake Ontario,23886.25195,0303HEN1023,0303HEN1023_C,-76.1624985,43.8381004,6,Jefferson,Lake,Centroid
W04120103000983,41400,62100,2700,0,0,0,135000,9000,9000,0,900,32400,0,59400,5400,357300,2.506951567,2.332345368,16.2141,989.4599116,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,165.2300262,0103PRO5442,0103PRO5442_C,-78.4878006,42.5974007,9,Erie,Lake,Centroid
W04120104001063,82800,18000,4500,0,0,0,26100,0,9900,0,1800,40500,0,0,5400,189000,3.363305085,2.327957672,20.8081,1731.485071,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,122.2412796,0102UWB5214,0102UWB5214_C,-78.4151993,43.0270004,8,Genesee,Lake,Centroid
W04120103000921,344700,3655800,963000,153000,27900,25200,30312000,1426500,9624600,331200,191700,13182300,12947400,10640700,986400,84812400,2.326514123,2.321122831,23.8185,3029.059181,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,62618.71875,0103UWB0065,0103UWB0065_C,-78.6638031,42.8904991,9,Erie,Lake,Centroid
W04140102001155,275400,432000,234900,42300,1800,18000,3169800,250200,215100,386100,115200,1819800,1400400,2914200,198900,11474100,2.349830427,2.317432043,10.2484,1394.941397,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,17008.51563,0303UWB1023A,0303UWB1023A_C,-76.0955963,43.8786011,6,Jefferson,Lake,Centroid
W02020005000802,32400,1800,0,0,0,0,2700,3600,0,0,0,39600,0,3600,7200,90900,3.036923077,2.31090209,9.786801331,842.7730057,Schoharie Creek *,12,Mohawk River Basin, , , ,233.3533936,1202UWB5154,1202UWB5154_C,-74.4152985,42.7340012,4,Schoharie,Lake,Centroid
W04130001001249,18900,31500,16200,900,0,0,414900,0,21600,0,0,144000,324000,431100,4500,1407600,2.324050551,2.306273089,7.491586748,728.2622181,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,1144.252319,0301UWB5411,0301UWB5411_C,-77.8889008,43.1999016,8,Monroe,Lake,Centroid
W02020004003056,68400,5400,900,0,0,0,9900,0,0,0,16200,12600,25200,9900,5400,153900,3.345789474,2.303222872,9.874914467,791.8556658,Oriskany Creek,12,Mohawk River Basin,1204-0007,Leland Pond,Mohawk River,59.1203423,1204UWB1051A,1204UWB1051A_C,-75.5310974,42.8986015,7,Madison,Lake,Centroid
W04140102001151,96300,36000,28800,900,0,0,411300,4500,0,9000,0,199800,271800,387000,41400,1486800,2.383786408,2.294159268,17.5893,1363.381555,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0051,Rutland Lake,Lake Ontario,2224.656494,0303RUT1037,0303RUT1037_C,-75.7962036,43.9508018,6,Jefferson,Lake,Centroid
W04120102000653,1800,0,0,0,0,0,255600,22500,26100,0,0,9900,169200,0,0,485100,2.295456238,2.290651412,6.511705019,712.8432551,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,390.5940552,,,0,0,0,,,
W04140102001230,29700,28800,0,0,0,0,72000,0,0,4500,0,10800,0,15300,0,161100,2.557671233,2.270509001,7.204689823,926.8153038,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,102.2458801,,,0,0,0,,,
W04120103000943,48600,323100,68400,2700,0,900,923400,7200,426600,0,18000,414900,27000,596700,20700,2878200,2.29182888,2.270015982,8.541467867,833.219721,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,2936.004883,0104UWB0081,0104UWB0081_C,-78.7332001,42.7681007,9,Erie,Lake,Centroid
W04140102001219,22500,94500,38700,3600,900,0,883800,486000,111600,14400,6300,576900,256500,165600,6300,2667600,2.270112283,2.259399835,12.0209,1234.598338,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,3096.995606,0303UWB0006A,0303UWB0006A_C,-76.1093979,43.5662003,7,Oswego,Lake,Centroid
W04140101000889,61200,15300,1800,0,0,0,21600,0,6300,0,900,9900,135000,230400,2700,485100,2.437643312,2.256272933,55.1897,2216.294241,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0057,Mud Pond,Lake Ontario,564.2453613,0302MUD0074,0302MUD0074_C,-76.5905991,43.1870995,7,Cayuga,Lake,Centroid
W04140101000897,80100,144900,18900,0,0,0,1083600,41400,83700,32400,16200,131400,1197900,1590300,88200,4509000,2.276340175,2.253666888,22.0428,1972.083161,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0061,Butler Center Mill Pond,Lake Ontario,5684.581055,0302MIL0092,0302MIL0092_C,-76.7658005,43.1697006,8,Wayne,Lake,Centroid
W04140102001165,67500,21600,900,0,0,15300,27000,7200,900,18000,19800,68400,65700,225900,46800,585000,2.414034783,2.250878632,21.7182,1373.702123,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0008,Black Pond,Lake Ontario,1552.807007,0303BLA1028,0303BLA1028_C,-76.2275009,43.8064995,6,Jefferson,Lake,Centroid
W04120103000955,73800,119700,20700,900,0,0,542700,203400,372600,1800,2700,120600,526500,362700,102600,2450700,2.283623627,2.244969192,15.2711,1309.235124,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,1861.455444,0103UWB5282,0103UWB5282_C,-78.3684998,42.6645012,9,Wyoming,Lake,Centroid
W02020004003001,36900,12600,5400,0,0,0,18000,123300,225900,0,0,246600,26100,16200,1800,712800,2.298428762,2.231213524,8.684818383,732.2142267,Mohawk River Main Stem,12,Mohawk River Basin,1201-0123,Fonda Reservoir,Mohawk River,1108.054932,1201FON0678A,1201FON0678A_C,-74.456398,42.9388008,4,Montgomery,Lake,Centroid
W04140101000890,252000,264600,42300,2700,900,0,1906200,43200,189900,33300,18900,324900,2102400,3142800,125100,8449200,2.253795564,2.216400843,11.6842,1503.810942,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,10264.91309,0302UWB0091,0302UWB0091_C,-76.8099976,43.2182007,8,Wayne,Lake,Centroid
W04120102000733,0,66600,1800,0,0,0,467100,130500,213300,72900,0,452700,144000,224100,79200,1852200,2.204207969,2.204208509,17.136,1396.898996,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,713.3166504,,,0,0,0,,,
W04120102000621,191700,66600,9000,0,0,0,19800,5400,15300,1800,1800,60300,68400,271800,11700,723600,2.628189509,2.196842178,52.6048,2517.97419,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0004,Java Lake,Lake Erie-Niagara River,783.6799927,0104JAV0152,0104JAV0152_C,-78.3439026,42.6313019,9,Wyoming,Lake,Centroid
W04140101000881,518400,550800,54000,11700,3600,1800,4482000,54900,647100,45000,36000,1168200,3339900,4050000,884700,15848100,2.232053661,2.191752576,157.973,7860.345173,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0011,East Bay,Lake Ontario,16614.97266,0302EAS0093,0302EAS0093_C,-76.8918991,43.2901001,8,Wayne,Lake,Centroid
W02020005000803,39600,9900,0,0,0,1800,45900,9900,19800,0,9900,68400,13500,53100,6300,278100,2.387207547,2.189679971,16.1115,947.1080537,Schoharie Creek *,12,Mohawk River Basin,1202-0016,Central Bridge Reservoirs,Mohawk River,760.5026855,1202UWB0579A,1202UWB0579A_C,-74.365799,42.7155991,4,Schoharie,Lake,Centroid
W02020005000848,29700,21600,4500,0,0,0,26100,18000,33300,0,900,0,0,0,0,134100,2.524482759,2.186853095,10.7809,937.2679097,Schoharie Creek *,12,Mohawk River Basin, , , ,121.7884293,1202UWB5148,1202UWB5148_C,-74.5229034,42.6375008,4,Schoharie,Lake,Centroid
W02020005000890,135900,111600,7200,0,0,0,936000,25200,290700,2700,4500,861300,0,212400,32400,2619900,2.240264493,2.175929616,39.2079,2095.392047,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0055,Mayham Pond,Mohawk River,2220.5,1202MAY0643,1202MAY0643_C,-74.5616989,42.4147987,4,Schoharie,Lake,Centroid
W02020004002961,900,194400,97200,28800,6300,8100,574200,770400,67500,0,4500,251100,900,355500,51300,2411100,2.154574309,2.154143752,25.5671,1865.739557,Mohawk River Main Stem,12,Mohawk River Basin, , , ,3107.053711,1201WMI0674,1201WMI0674_C,-74.3694992,43.050499,5,Fulton,Lake,Centroid
W04120103000966,5400,18900,13500,9000,1800,0,93600,0,5400,0,0,302400,100800,711000,6300,1268100,2.155260157,2.150341456,6.576292524,917.1799051,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,1332.385498,0104UWB5540,0104UWB5540_C,-78.8836975,42.7204018,9,Erie,Lake,Centroid
W02020005000819,1152000,3306600,882900,113400,8100,39600,11305800,6327000,14731200,61200,2052900,12377700,842400,5454000,1225800,59880600,2.162894842,2.140522757,10.4233,1066.585392,Schoharie Creek *,12,Mohawk River Basin, , , ,54441.85938,,,0,0,0,,,
W04130001001324,128700,1800,2700,5400,3600,900,0,0,0,0,1800,15300,33300,33300,8100,234900,3.490932203,2.12617284,45.1034,2312.491191,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,104.8572311,0301UWB5473,0301UWB5473_C,-78.2853012,43.2461014,8,Orleans,Lake,Centroid
W04140102001231,10800,66600,4500,0,0,0,540900,105300,41400,1800,49500,263700,23400,84600,21600,1214100,2.121824981,2.111846635,10.9484,1090.801291,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,1437.103394,0303UWB0017K,0303UWB0017K_C,-75.9394989,43.5130005,7,Oswego,Lake,Centroid
W02020005000820,323100,106200,19800,1800,0,0,174600,88200,272700,2700,90000,206100,0,113400,5400,1404000,2.436736053,2.106103276,110.21,3121.420061,Schoharie Creek *,12,Mohawk River Basin,1202-0044,Warners Lake,Mohawk River,1191.06543,1202WAR0609,1202WAR0609_C,-74.0791016,42.6250992,4,Albany,Lake,Centroid
W04140102001206,422100,77400,12600,4500,0,20700,177300,144900,9000,17100,5400,251100,66600,279000,46800,1534500,2.505720065,2.091537309,310.376,6161.012576,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0065,South Pond,Lake Ontario,2012.880005,0303SOU0001,0303SOU0001_DH,-76.19037,43.62339,7,Oswego,Lake,Deep Hole
W04140101000880,1431900,646200,95400,8100,900,5400,4328100,67500,649800,81000,45000,724500,3204900,4466700,918900,16674300,2.185144662,2.083370816,464.036,12198.38071,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0012,Port Bay,Lake Ontario,19744.25586,0302POR0089,0302POR0089_C,-76.8320999,43.2975998,8,Wayne,Lake,Centroid
W04140101000884,58500,163800,13500,900,0,0,1376100,18000,187200,16200,900,330300,897300,1719900,31500,4814100,2.08568698,2.072494132,14.5124,1540.339083,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,6594.723633,0302UWB0094,0302UWB0094_C,-76.8804016,43.259201,8,Wayne,Lake,Centroid
W02020004002998,63000,100800,9000,900,900,0,385200,54000,117000,24300,19800,50400,0,0,0,825300,2.153140496,2.065115715,35.5607,1641.708759,Mohawk River Main Stem,12,Mohawk River Basin,1201-0204,South (Utica) Reservoirs,Mohawk River,983.7976685,1201SOU0954,1201SOU0954_C,-75.2272034,43.0741005,6,Oneida,Lake,Centroid
W04120102000753,453600,3684600,396000,44100,900,141300,26100900,3420900,13059000,316800,299700,13572000,2268000,2606400,1238400,67602600,2.07175258,2.064561348,15.4818,1422.256327,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,55823.8125,,,0,0,0,,,
W04140101000942,0,900,1800,0,0,0,18900,900,6300,0,0,0,25200,46800,0,100800,2.053392857,2.053402778,8.340603265,743.202903,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,42.7163582,0302UWB5257,0302UWB5257_C,-77.5559006,43.050499,8,Monroe,Lake,Centroid
W04140101000882,27000,23400,3600,0,0,0,46800,5400,16200,0,0,35100,68400,108000,141300,475200,2.115863454,2.052464226,10.4586,1847.215374,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,728.6626587,,,0,0,0,,,
W04120102000700,13500,312300,23400,1800,0,0,3841200,414000,957600,22500,75600,1894500,359100,234900,126900,8277300,2.050278806,2.048565957,11.0834,906.2504636,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,6735.212891,0104MUD0134,0104MUD0134_C,-78.3623962,42.4230003,9,Cattaraugus,Lake,Centroid
W04150102000321,335700,42300,9900,900,0,0,35100,27000,21600,0,6300,249300,0,225000,25200,978300,2.585168067,2.041224573,175.984,4647.199682,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0043,Hyde Lake,Lake Ontario,1299.923218,0303HYD0391,0303HYD0391_C,-75.8331985,44.2435989,6,Jefferson,Lake,Centroid
W02020004003016,82780200,107191800,36819000,12358800,3411900,3712500,644410800,234255600,327346200,11015100,19917000,351860400,69439500,257757300,29903400,2192179500,2.080306096,2.039512012,21.1255,2786.145239,Mohawk River Main Stem,12,Mohawk River Basin, , , ,2203324.25,1201UWB5008,1201UWB5008_C,-73.7889023,42.7916985,5,Saratoga,Lake,Centroid
W02020004003014,82988100,107424900,36930600,12363300,3411900,3717900,644467500,234315000,327942000,11015100,19939500,351980100,69449400,258861600,30120300,2194927200,2.080232464,2.039389907,42.3757,2809.375177,Mohawk River Main Stem,12,Mohawk River Basin, , , ,2206857.75,,,0,0,0,,,
W04120104001037,0,12600,900,0,0,0,187200,0,10800,4500,3600,365400,45900,487800,99000,1217700,2.032572062,2.032572883,7.066884739,631.9722639,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,563.7839966,,,0,0,0,,,
W04140102005387,2522700,6174000,1314000,226800,52200,195300,66417300,14445000,3880800,1623600,1092600,24044400,18441000,32670000,5238000,178337700,2.045748963,2.030956186,132.418,7561.399152,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0054,Goose Pond,Lake Ontario,169374.4063,0303FLO1030C,0303FLO1030C_DH,-76.19781,43.72291,6,Jefferson,Lake,Deep Hole
W04130001001367,18900,31500,4500,0,0,0,83700,0,16200,0,0,45900,245700,463500,266400,1176300,2.046430793,2.029618295,35.6337,1647.573231,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,1092.954346,,,0,0,0,,,
W04130001001368,18900,31500,4500,0,0,0,83700,0,16200,0,0,45900,245700,463500,266400,1176300,2.046430793,2.029618295,7.931591668,779.3217715,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,1105.869263,,,0,0,0,,,
W04140101000917,0,0,0,0,0,0,0,0,3600,0,0,0,25200,41400,17100,87300,2.02185567,2.021867125,28.1327,1389.807389,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0066,Mud Pond,Lake Ontario,233.5052643,0302MUD0101,0302MUD0101_C,-77.0593033,43.1533012,8,Wayne,Lake,Centroid
W04120102000697,59400,13500,2700,0,0,3600,81900,23400,101700,0,0,36000,45900,0,11700,379800,2.201207865,2.013343865,8.439348325,802.208458,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,401.9385986,0104LUC5718,0104LUC5718_C,-78.4831009,42.4472008,9,Cattaraugus,Lake,Centroid
W04130001001355,0,0,0,0,0,0,3600,0,0,0,0,0,183600,452700,1800,641700,2.012847125,2.012848683,7.920036331,660.6113163,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,537.5737915,,,0,0,0,,,
W04120102000737,39600,162000,5400,0,0,0,1269900,167400,472500,81000,5400,1186200,208800,1016100,414900,5029200,2.017907648,2.009892826,18.2202,1569.588855,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,1965.006714,,,0,0,0,,,
W04140101000866,776700,1377900,142200,23400,1800,14400,8896500,434700,1287000,145800,18000,2910600,5942700,14596200,1745100,38313000,2.027147961,2.006325138,104.873,3991.029944,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0058,The Pond,Lake Ontario,52211.96484,0302THE0069,0302THE0069_DH,-76.69831799,43.342718,7,Cayuga,Lake,Deep Hole
W04120103000923,47700,6300,0,0,0,1800,205200,0,63900,0,1800,78300,70200,43200,900,519300,2.098091603,1.997228962,8.829957437,1324.258982,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,307.3163757,0103BIP5370,0103BIP5370_C,-78.5690002,42.8727989,9,Erie,Lake,Centroid
W02020005000798,36000,0,0,0,0,0,3600,22500,9000,0,900,48600,3600,23400,2700,150300,2.295511811,1.985216234,14.7546,1176.441139,Schoharie Creek *,12,Mohawk River Basin, , , ,124.4581451,1202UWB5140,1202UWB5140_C,-74.4184036,42.7472,4,Schoharie,Lake,Centroid
W04130001001369,24300,9900,0,0,0,0,97200,6300,29700,0,0,108000,129600,362700,63000,830700,2.008571429,1.979069459,14.507,1133.061886,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,805.7252808,,,0,0,0,,,
W04120103000964,40500,7200,6300,0,0,0,65700,18900,58500,0,0,1800,43200,5400,900,248400,2.16038961,1.971199678,9.236322419,870.5867702,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,632.7669067,0103UWB5477,0103UWB5477_C,-78.3986969,42.6577988,9,Wyoming,Lake,Centroid
W04130001001373,19800,13500,1800,0,0,0,67500,3600,27900,0,0,43200,24300,76500,27000,305100,2.037350158,1.970032776,7.149532887,698.9716304,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,144.2835236,,,0,0,0,,,
W04120102000674,131400,63000,12600,0,0,900,504000,132300,248400,0,17100,357300,8100,45000,55800,1575900,2.045314642,1.958155974,15.9469,1575.260493,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin,0104-0069,Moores Pond,Lake Erie-Niagara River,1650.169556,0104MOO0146,0104MOO0146_C,-78.3427963,42.4742012,9,Cattaraugus,Lake,Centroid
W04130001001290,46800,0,0,0,0,0,62100,3600,9900,0,900,0,56700,24300,9000,213300,2.218540541,1.951186123,12.8522,1195.831215,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,313.4671936,0301PHE5222,0301PHE5222_C,-78.3442993,43.0513992,8,Genesee,Lake,Centroid
W02020005000886,3600,18000,0,0,0,0,3600,55800,31500,0,0,38700,0,45900,27900,225000,1.960243902,1.944884444,11.2152,856.2692488,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,220.2440491,,,0,0,0,,,
W04120104001095,10800,28800,28800,17100,8100,25200,440100,18900,55800,0,0,393300,787500,2851200,228600,4894200,1.939283081,1.937210576,15.3224,1193.016635,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,3805.906494,,,0,0,0,,,
W04140101002450,281700,358200,21600,0,0,900,2585700,25200,248400,14400,18000,526500,974700,2618100,70200,7743600,1.967313955,1.932124722,233.743,4579.058949,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0021,Blind Sodus Bay,Lake Ontario,8923.414063,0302BLI0077,0302BLI0077_C,-76.728302,43.3382988,8,Wayne,Lake,Centroid
W02020004002959,1800,0,0,0,0,0,11700,0,0,0,0,19800,0,21600,3600,58500,1.956825397,1.927401709,9.219487235,763.941876,West Canada Creek,12,Mohawk River Basin, , , ,120.6727753,1203UWB0796,1203UWB0796_C,-74.9508972,43.1497993,6,Herkimer,Lake,Centroid
W04120102000662,50400,63000,4500,0,0,0,580500,249300,275400,3600,9900,234900,205200,272700,2700,1952100,1.946332229,1.921900005,24.2111,1448.775572,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,1279.520386,,,0,0,0,,,
W04120103000968,18900,0,0,0,0,0,83700,8100,6300,0,900,36900,35100,40500,18000,248400,1.991411765,1.915982287,7.771783477,892.812523,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,259.8246155,,,0,0,0,,,
