COMID,LkAcres,OBJECTID,LAKE_FIN,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,ReachCode,FType,FCode,PERMIT_BAS,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,POND_NUM,WATER,WATER_ALT,LAKE_ID,PWLID,FDATE,RESOLUTION,GNIS_ID,GNIS_NAME,AREASQKM,REACHCODE,FTYPE,FCODE,WsAcres,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,VALUE_TOTAL,VALUE_TOTAL_EXCLUDING_WATER
6200738,58.86784812,934,H-139-13-62-3-13-P735,6200738,7/14/1999,3,943989,Binnewater Pond,0.238,2.02001E+12,390,39004,13-06,Roundout-Wallkill,13,Lower Hudson River Basin,735,Binnewater Pond,Benneywater Pond,1306BIN0735,,7/14/1999,Medium,943989,Binnewater Pond,0.238,2.02001E+12,LakePond,39004,622.4778425,70,6.298059319,0.952032223,0.036616624,0,0,54.52215306,0.036616624,1.135115342,0,1.244965214,25.00915416,0,9.337239107,1.428048334,2801,2731
6200730,24.13586356,819,H-139-13-52-7A-P595A,6200730,8/24/2009,3,960795,Lake Pocatello,0.098,2.02001E+12,390,39004,13-06,Roundout-Wallkill,13,Lower Hudson River Basin,595A,Lake Pocatello,,1306POC0595A,,8/24/2009,Medium,960795,Lake Pocatello,0.098,2.02001E+12,LakePond,39004,118.6811183,67,15.63169165,1.498929336,0,0,0.214132762,63.59743041,1.070663812,2.997858672,0,3.211991435,10.06423983,0,1.713062099,0,534,467
6200726,23.76616577,808,H-139-13-19-P515,6200726,7/14/1999,3,957263,Mill Pond,0.096,2.02001E+12,390,39004,13-06,Roundout-Wallkill,13,Lower Hudson River Basin,515,Mill Pond,Ketchum Pond,1306MIL0515,,7/14/1999,Medium,957263,Mill Pond,0.096,2.02001E+12,LakePond,39004,5427.903524,180,7.605691895,2.280882656,0.325840379,0.016498247,0.082491235,58.06970509,0.028871932,1.233243968,0.111363168,0.598061456,17.6160033,0.008249124,11.48690452,0.536193029,24425,24245
6210870,19.30625068,856,H-101-10-P5682,6210870,9/6/1999,3,,,0.078,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5682,Unnamed Water,,1305UWB5682,,9/6/1999,Medium,,,0.078,2.02001E+12,LakePond,39004,353.6502517,4,7.309388784,2.961562697,0.945179584,0,0,63.26402016,0,1.071203529,0,2.016383113,9.073724008,0,10.52299937,2.835538752,1591,1587
6210862,14.42007766,857,H-101-11-1-A-1-P5684,6210862,9/6/1999,3,,,0.058,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5684,Unnamed Water,,1305UWB5684,,9/6/1999,Medium,,,0.058,2.02001E+12,LakePond,39004,215.3967428,33,0,0,0,0,0.534188034,89.85042735,0.854700855,4.700854701,0.854700855,0.854700855,1.495726496,0,0.854700855,0,969,936
6210850,8.883700784,2111,H-P5702,6210850,9/6/1999,3,,,0.036,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5702,Unnamed Water,,1305UWB5702,,9/6/1999,Medium,,,0.036,2.02001E+12,LakePond,39004,54.68581264,5,0.829875519,3.734439834,2.074688797,0,0.414937759,61.41078838,0.414937759,0,0,0.414937759,22.82157676,0,7.053941909,0.829875519,246,241
6210838,7.993247685,859,H-101-11-P371A,6210838,9/6/1999,3,,,0.032,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,371A,Unnamed Water,,1305UWB0371A,,9/6/1999,Medium,,,0.032,2.02001E+12,LakePond,39004,2374.389987,34,5.907212622,2.854996243,0.478963186,0.009391435,0.03756574,76.74680691,0.741923366,2.451164538,0.216003005,0.525920361,4.526671675,0,5.503380917,0,10682,10648
6210834,25.84485535,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.105,2.02001E+12,LakePond,39004,8419.493811,219,7.705584026,6.144287194,2.862377526,0.289424073,0.079658002,57.30596638,0.33190834,1.755131303,0.188523937,0.716922015,11.98852925,0.037173734,10.33429808,0.260216139,37880,37661
6210812,6.525058798,881,H-114-4A-P5915,6210812,9/6/1999,3,,,0.026,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,5915,Unnamed Water,,1301UWB5915,,9/6/1999,Medium,,,0.026,2.02001E+12,LakePond,39004,105.8088399,22,15.63876652,18.28193833,12.99559471,2.202643172,0.220264317,45.81497797,0,1.101321586,0.220264317,0.660792952,0.220264317,0.220264317,2.422907489,0,476,454
6210792,46.20266384,2055,H-95-10-10-P3480,6210792,9/6/1999,3,970733,Tyrrel Lake,0.187,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,3480,Tyrell Lake,,1304TYR3480,1304-0024,9/6/1999,Medium,970733,Tyrrel Lake,0.187,2.02001E+12,LakePond,39004,725.5339369,189,0.520325203,0,0,0,0,68.55284553,9.723577236,15.38211382,0,1.268292683,1.333333333,0,2.37398374,0.845528455,3264,3075
6210774,16.08271814,860,H-101-12-1-1-P5667,6210774,9/6/1999,3,,,0.065,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5667,Unnamed Water,,1305UWB5667,,9/6/1999,Medium,,,0.065,2.02001E+12,LakePond,39004,545.4638686,74,2.268907563,1.176470588,0.168067227,0.042016807,0,65.37815126,0,0.756302521,0.084033613,0.042016807,26.34453782,0,3.403361345,0.336134454,2454,2380
6210772,6.858340961,2115,H-P5940,6210772,9/6/1999,3,,,0.028,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,5940,Unnamed Water,,1304UWB5940,,9/6/1999,Medium,,,0.028,2.02001E+12,LakePond,39004,39.57049734,37,0,0,0,0,0,95.74468085,0,0,0,1.418439716,2.836879433,0,0,0,178,141
6210746,61.00082155,891,H-128-P437,6210746,9/6/1999,3,,,0.247,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,437,Chodikee Lake,Chodikes Lake,1301CHO0437,1301-0208,9/6/1999,Medium,,,0.247,2.02001E+12,LakePond,39004,11973.99519,566,5.850794425,2.487384869,0.718452794,0.414564145,0.228854415,56.62270911,0.206344145,2.168489373,0.26261982,0.675308109,9.68129209,0.684687389,19.09621265,0.902286668,53875,53309
6210710,24.32174324,861,H-101-12-P373-1-P5768,6210710,9/6/1999,3,,,0.098,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5768,Unnamed Water,,1305UWB5768,,9/6/1999,Medium,,,0.098,2.02001E+12,LakePond,39004,804.6324113,120,3.342857143,1.457142857,0.457142857,0.028571429,0.028571429,54.54285714,0.314285714,1.085714286,0.428571429,0.228571429,18.77142857,0,18.4,0.914285714,3620,3500
6210680,9.874302221,887,H-124-P424,6210680,9/6/1999,3,,,0.04,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,424,Unnamed Water,,1301UWB0424,,9/6/1999,Medium,,,0.04,2.02001E+12,LakePond,39004,11213.64994,485,5.121482608,2.493695713,1.284873714,0.128087099,0.26017692,61.23363887,1.857262939,6.024096386,0.278189169,0.462314374,10.27098427,0.112076212,10.24696794,0.226153785,50451,49966
6210674,27.9938593,865,H-101-21-P390,6210674,9/6/1999,3,948448,Dieterich Pond,0.113,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,390,Dieterich Pond,,1305DIE0390,1305-0025,9/6/1999,Medium,948448,Dieterich Pond,0.113,2.02001E+12,LakePond,39004,8083.939032,317,3.778085992,1.192787795,0.241331484,0.055478502,0.019417476,46.51595007,0.78779473,1.423023578,0.546463245,2.582524272,28.89042996,1.21220527,11.89736477,0.857142857,36367,36050
6210668,7.722070141,2114,H-P5928,6210668,9/6/1999,3,,,0.031,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,5928,Unnamed Water,,1301UWB5928,,9/6/1999,Medium,,,0.031,2.02001E+12,LakePond,39004,85.57911019,29,4.494382022,0,0,0,0,72.19101124,0.561797753,17.69662921,0,0.280898876,0,0,4.775280899,0,385,356
6210616,17.14915388,864,H-101-21-7-P395,6210616,9/6/1999,3,962986,Round Pond,0.069,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,395,Round Pond,,1305ROU0395,1305-0024,9/6/1999,Medium,962986,Round Pond,0.069,2.02001E+12,LakePond,39004,106.4815528,35,0,0,0,0,0,55.18018018,0,0,0,0.900900901,0,0,24.77477477,19.14414414,479,444
6210574,27.58651775,866,H-101-21-P396,6210574,9/6/1999,3,964978,Shaw Pond,0.112,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,396,Shaw Pond,,1305SHA0396,1305-0026,9/6/1999,Medium,964978,Shaw Pond,0.112,2.02001E+12,LakePond,39004,223.1857441,13,2.018163471,0.201816347,0,0,0,42.78506559,0,0,0,3.027245207,26.63975782,5.146316852,12.51261352,7.669021191,1004,991
6210560,43.39905502,863,H-101-20-P384,6210560,9/6/1999,3,968316,Upton Lake,0.176,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,384,Upton Lake,,1305UPT0384,1305-0005,9/6/1999,Medium,968316,Upton Lake,0.176,2.02001E+12,LakePond,39004,639.2908354,186,5.873605948,1.821561338,0.074349442,0,0,55.94795539,0.706319703,3.345724907,0,0.371747212,30.81784387,0,0.92936803,0.111524164,2876,2690
6210554,11.6585146,892,H-129-3-P425C,6210554,9/6/1999,3,966188,Staatsburg Reservoir,0.047,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,425C,Staatsburg Reservoir,,1301STA0425C,1301-0201,9/6/1999,Medium,966188,Staatsburg Reservoir,0.047,2.02001E+12,LakePond,39004,552.1295985,52,5.180921053,0.822368421,0.082236842,0,0,59.70394737,3.741776316,14.14473684,1.685855263,0.822368421,0.041118421,0,13.77467105,0,2484,2432
6210522,8.122001184,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.033,2.02001E+12,LakePond,39004,192.503911,23,9.252669039,2.372479241,0.237247924,0,0,50.05931198,0.237247924,1.067615658,0,1.18623962,26.09727165,0,8.422301305,1.067615658,866,843
6210506,42.53563257,888,H-128-2-P433,6210506,9/6/1999,3,957432,Mirror Lake,0.172,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,433,Mirror Lake,,1301MIR0433,1301-0205,9/6/1999,Medium,957432,Mirror Lake,0.172,2.02001E+12,LakePond,39004,845.495084,421,3.960981377,4.906887378,2.630801064,1.507537688,0.413833875,50.84244753,0.206916938,0.886786876,0.029559563,1.093703813,6.769139817,0.029559563,26.1010937,0.620750813,3804,3383
6210504,14.91286623,884,H-124-12-P426,6210504,9/6/1999,3,944952,Browns Pond,0.06,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,426,Browns Pond,,1301BRO0426,1301-0201,9/6/1999,Medium,944952,Browns Pond,0.06,2.02001E+12,LakePond,39004,1035.125396,64,6.379272806,0.674940126,0,0,0,62.00740257,4.78989767,11.16917048,0.566078816,0.065316786,5.247115175,0,8.752449379,0.348356194,4657,4593
6210502,16.1937924,867,H-101-30-1-P401,6210502,9/6/1999,3,963140,Ryder Pond,0.066,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,401,Ryder Pond,,1305RYD0401,1305-0004,9/6/1999,Medium,963140,Ryder Pond,0.066,2.02001E+12,LakePond,39004,194.2895504,50,4.490291262,1.941747573,0.121359223,0,5.703883495,30.82524272,0.121359223,0,0,5.097087379,32.76699029,12.25728155,4.975728155,1.699029126,874,824
6210496,28.02373957,886,H-124-8-P5925,6210496,9/6/1999,3,,,0.113,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,5925,Unnamed Water,,1301UWB5925,,9/6/1999,Medium,,,0.113,2.02001E+12,LakePond,39004,339.1903997,161,5.421245421,0.659340659,0.293040293,0,0,80.58608059,0.659340659,0.879120879,0,2.857142857,3.58974359,0,5.054945055,0,1526,1365
6210488,8.000555472,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.032,2.02001E+12,LakePond,39004,225.6094127,43,0.308641975,0.102880658,0,0,0,88.06584362,0.514403292,0,0,0.102880658,4.320987654,0,6.58436214,0,1015,972
6210484,61.09233948,889,H-128-2-P434,6210484,9/6/1999,3,949708,Esopus Lake,0.247,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,434,Esopus Lake,,1301ESO0434,1301-0205,9/6/1999,Medium,949708,Esopus Lake,0.247,2.02001E+12,LakePond,39004,578.778448,256,4.258943782,5.579216354,3.620102215,2.172061329,0.596252129,50.3407155,0.298126065,1.235093697,0.042589438,0.638841567,5.195911414,0.042589438,25.08517888,0.894378194,2604,2348
6210454,81.7272135,1990,H-P375,6210454,9/6/1999,3,955906,Long Pond,0.331,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,375,Long Pond,,1305LON0375,1305-0003,9/6/1999,Medium,955906,Long Pond,0.331,2.02001E+12,LakePond,39004,1510.367034,234,4.343850023,1.463191587,0.32007316,0.045724737,0,61.53025453,1.524157903,8.093278464,2.530102119,0.609663161,9.144947417,0,8.794391099,1.600365798,6795,6561
6210442,7.945517604,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.032,2.02001E+12,LakePond,39004,41.34879223,0,0,0,0,0,0,60.75268817,2.150537634,1.075268817,0,3.76344086,7.52688172,0,24.7311828,0,186,186
6210434,9.373580276,796,H-137-P448,6210434,9/6/1999,3,,,0.038,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,448,Unnamed Water,,1301UWB0448,,9/6/1999,Medium,,,0.038,2.02001E+12,LakePond,39004,381.4153036,21,0.235988201,0.412979351,0.294985251,0.05899705,0,60.76696165,0.530973451,2.713864307,0,3.185840708,5.073746313,0,26.72566372,0,1716,1695
6210426,24.93096995,1992,H-P378-1-P379,6210426,9/6/1999,3,958055,Mud Pond,0.101,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,379,Mud Pond,,1305MUD0379,1305-0021,9/6/1999,Medium,958055,Mud Pond,0.101,2.02001E+12,LakePond,39004,379.4341232,20,5.097806758,2.193242442,0.296384114,0,0,66.21221103,2.430349733,2.252519265,2.133965619,1.185536455,5.394190871,0,10.19561352,2.608180202,1707,1687
6210414,6.70129473,885,H-124-14-P427,6210414,9/6/1999,3,,,0.027,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,427,Unnamed Water,,1301UWB0427,,9/6/1999,Medium,,,0.027,2.02001E+12,LakePond,39004,868.651354,69,3.985412868,1.041938005,0.1041938,0,1.276374056,67.43943735,0.1041938,3.073717114,0.234436051,0.07814535,8.90856994,1.328470956,12.08648085,0.338629852,3908,3839
6210410,55.08808517,868,H-101-30-P403,6210410,9/6/1999,3,953450,Hunns Lake,0.223,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,403,Hunns Lake,,1305HUN0403,1305-0004,9/6/1999,Medium,953450,Hunns Lake,0.223,2.02001E+12,LakePond,39004,984.5405696,253,4.166666667,1.029693487,0.143678161,0,0,55.02873563,0.478927203,1.50862069,0,0.670498084,21.14463602,6.417624521,8.620689655,0.790229885,4429,4176
6210402,111.6127418,1991,H-P378,6210402,9/6/1999,3,965256,Silver Lake,0.452,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,378,Silver Lake,,1305SIL0378,1305-0002,9/6/1999,Medium,965256,Silver Lake,0.452,2.02001E+12,LakePond,39004,664.6121788,236,8.641975309,1.198257081,0.290486565,0,0.036310821,62.99927378,2.069716776,1.633986928,0.435729847,0.617283951,3.050108932,0,11.6194626,7.407407407,2990,2754
6211294,45.51901576,2072,H-95-19-P353-1-P354,6211294,9/6/1999,3,955728,Little Whaley Lake,0.184,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,354,Little Pond,,1304LIT0354,1304-0033,9/6/1999,Medium,955728,Little Whaley Lake,0.184,2.02001E+12,LakePond,39004,268.3159471,207,0,0,0,0,0,94.1,1.3,4,0,0.1,0,0,0.5,0,1207,1000
6211284,9.14297334,2066,H-95-13C-P350B,6211284,9/6/1999,3,,,0.037,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,350B,Unnamed Water,,1304UWB0350B,,9/6/1999,Medium,,,0.037,2.02001E+12,LakePond,39004,113.1496928,19,15.30612245,8.163265306,6.530612245,1.224489796,0,14.89795918,0,4.897959184,0,0.408163265,14.69387755,0,32.44897959,1.428571429,509,490
6211282,17.82906047,2064,H-95-13-2-2-P350E,6211282,9/6/1999,3,,,0.072,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,350E,Unnamed Water,,1304UWB0350E,,9/6/1999,Medium,,,0.072,2.02001E+12,LakePond,39004,67.57857518,60,43.03278689,22.95081967,18.44262295,0.409836066,0,3.68852459,0,0,0,1.639344262,9.016393443,0,0.819672131,0,304,244
6211278,233.4419157,2071,H-95-19-P353,6211278,9/6/1999,3,970972,Whaley Lake,0.945,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,353,Whaley Lake,,1304WHA0353,1304-0033,9/6/1999,Medium,970972,Whaley Lake,0.945,2.02001E+12,LakePond,39004,2632.116416,1454,6.103783576,1.453740252,0.125156446,0.019254838,0,84.74054106,0.404351593,1.444112833,0.192548378,0.134783864,0.51988062,0,3.668046597,1.193799942,11841,10387
6211240,25.67958001,2060,H-95-11A-1-P345W,6211240,9/6/1999,3,,,0.104,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,345W,Unnamed Water,,1304UWB0345W,,9/6/1999,Medium,,,0.104,2.02001E+12,LakePond,39004,492.1229153,0,25.83559169,26.1065944,6.865401987,0.090334237,0,14.58897922,0,2.845528455,0.090334237,1.219512195,4.516711834,0,17.84101174,0,2214,2214
6211230,10.70309025,874,H-101-4-2-1-P366B,6211230,8/24/2009,3,959383,Lake Oniad,0.043,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,366B,Lake Oniad,,1305ONI0366B,1305-0017,8/24/2009,Medium,959383,Lake Oniad,0.043,2.02001E+12,LakePond,39004,606.3614505,53,21.75700935,14.35514019,12.82242991,0.373831776,0,37.68224299,0,0.859813084,0,2.691588785,0.411214953,0,8.785046729,0.261682243,2728,2675
6211224,7.13051759,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.029,2.02001E+12,LakePond,39004,14.22859633,45,26.31578947,10.52631579,0,0,5.263157895,0,0,5.263157895,0,0,26.31578947,26.31578947,0,0,64,19
6211220,36.35512396,2061,H-95-11A-P345Y,6211220,8/24/2009,3,968743,Lake Walton,0.147,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,345Y,Lake Walton,,1304WAL0345Y,1304-0025,8/24/2009,Medium,968743,Lake Walton,0.147,2.02001E+12,LakePond,39004,1450.789266,42,23.08404009,19.69159599,6.723207402,1.449498843,0.138781804,28.21896685,0.123361604,1.033153431,0.107941403,0.231303007,9.390902082,0.508866615,8.188126446,1.110254433,6527,6485
6211214,7.822412975,85,0,6211214,9/6/1999,3,,,0.032,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,0,Red Wing Lake,,0101HYDXXX1,,9/6/1999,Medium,,,0.032,2.02001E+12,LakePond,39004,257.1871375,28,14.52612932,17.00620018,7.794508415,2.657218778,0.088573959,26.92648361,0,2.922940655,0.354295837,2.834366696,23.11780337,0.354295837,1.417183348,0,1157,1129
6211182,7.898075257,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.032,2.02001E+12,LakePond,39004,69.80271675,113,1.492537313,0.497512438,3.980099502,0,1.492537313,72.63681592,0,1.990049751,0.995024876,0,15.42288557,0,1.492537313,0,314,201
6211178,39.98027418,2070,H-95-19-4A-P5222,6211178,8/25/2009,3,959055,Nuclear Lake,0.162,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,5222,Nuclear Lake,,1304NUC5222,1304-0032,8/25/2009,Medium,959055,Nuclear Lake,0.162,2.02001E+12,LakePond,39004,616.2026488,201,1.011279658,0.038895371,0,0,0.194476857,88.72034228,0.038895371,0.116686114,3.22831583,1.594710229,2.800466744,0,2.255931544,0,2772,2571
6211176,8.854510241,2068,H-95-14-P352B,6211176,9/6/1999,3,,,0.036,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,352B,Unnamed Water,,1304UWB0352B,,9/6/1999,Medium,,,0.036,2.02001E+12,LakePond,39004,94.03247633,27,23.48484848,6.818181818,1.515151515,0.505050505,0,61.36363636,1.01010101,1.515151515,0,0.757575758,1.262626263,0,1.767676768,0,423,396
6211166,75.56009164,876,H-101-P365,6211166,9/6/1999,3,968773,Wappinger Lake,0.306,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,365,Wappinger Lake,,1305WAP0365,1305-0001,9/6/1999,Medium,968773,Wappinger Lake,0.306,2.02001E+12,LakePond,39004,129185.2381,4753,7.442565675,4.174234657,2.103944723,0.522343137,0.196377426,53.29825602,0.869473198,2.527578711,0.30566875,0.9038219,17.93279798,1.11511846,7.932815327,0.675004033,581194,576441
6211146,105.3577275,2067,H-95-14-P352,6211146,9/6/1999,3,966957,Sylvan Lake,0.427,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,352,Sylvan Lake,,1304SYL0352,1304-0029,9/6/1999,Medium,966957,Sylvan Lake,0.427,2.02001E+12,LakePond,39004,654.1860394,552,20.15892932,11.71058135,5.771643664,0.376411543,0.125470514,56.33626098,0.209117524,0.460058553,0.041823505,0.209117524,2.969468841,0,1.631116688,0,2943,2391
6211144,8.053061078,2089,H-P5254,6211144,9/6/1999,3,,,0.033,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,5254,Unnamed Water,,1304UWB5254,,9/6/1999,Medium,,,0.033,2.02001E+12,LakePond,39004,42.68227632,21,8.187134503,5.263157895,0.584795322,0,0,21.05263158,0,0,0,8.771929825,56.14035088,0,0,0,192,171
6211134,17.93384736,2069,H-95-19-3-P351H,6211134,9/6/1999,3,,,0.073,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,351H,Prison Reservoir,,1304PRI0351H,,9/6/1999,Medium,,,0.073,2.02001E+12,LakePond,39004,3012.703018,89,6.677064765,4.025549614,0.623885918,0.014854427,0.04456328,70.69221628,0.586749851,3.067439097,0.326797386,0.816993464,11.20023767,0.007427213,1.856803327,0.059417706,13553,13464
6211130,23.36279261,2056,H-95-10-1B-P345G,6211130,9/6/1999,3,952861,Hillside Lake,0.095,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,345G,Hillside Lake,,1304HIL0345G,1304-0001,9/6/1999,Medium,952861,Hillside Lake,0.095,2.02001E+12,LakePond,39004,202.2811434,7,48.94795127,20.26578073,5.204872647,0,0,13.51052049,0,0,0,0,0.221483942,0,4.540420819,7.3089701,910,903
6211126,37.47904999,879,H-105-P415C,6211126,9/6/1999,3,946953,Cobalt Lake,0.152,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,415C,Cobalt Lake,,1301COB0415C,,9/6/1999,Medium,946953,Cobalt Lake,0.152,2.02001E+12,LakePond,39004,7666.619526,174,24.50246219,16.10186777,18.01625922,5.865555523,2.266965821,23.47096361,0.163174918,0.498266266,0.270986917,0.125295026,4.609691425,0.099070486,3.916198024,0.09324281,34493,34319
6211090,9.877489091,1974,H-95-P356,6211090,9/6/1999,3,950819,Furnace Pond,0.04,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,356,Furnace Pond,,1304FUR0356,1304-0034,9/6/1999,Medium,950819,Furnace Pond,0.04,2.02001E+12,LakePond,39004,8233.049805,336,3.555664541,0.520407607,0.070840826,0.01907253,0.01907253,66.8764645,1.403193286,1.166148984,0.427769604,0.359653425,16.56585472,0.307885129,8.519971664,0.188000654,37038,36702
6211078,8.972884836,880,H-108-P416,6211078,9/6/1999,3,,,0.036,2.02001E+12,390,39004,13-01,Lower Hudson Main Stem,13,Lower Hudson River Basin,416,Unnamed Water,,1301UWB0416,,9/6/1999,Medium,,,0.036,2.02001E+12,LakePond,39004,719.0261896,70,7.993680885,4.834123223,1.674565561,0.315955766,0.347551343,12.54344392,0.063191153,0.379146919,0.568720379,3.159557662,57.47235387,3.981042654,6.097946288,0.568720379,3235,3165
6211056,12.03839892,875,H-101-4-4-P5670,6211056,9/6/1999,3,,,0.049,2.02001E+12,390,39004,13-05,Wappinger Creek,13,Lower Hudson River Basin,5670,Unnamed Water,,1305UWB5670,,9/6/1999,Medium,,,0.049,2.02001E+12,LakePond,39004,1386.322459,51,13.44972519,11.08955706,3.540252182,0.080827675,0,43.58228257,0.03233107,2.877465244,0.323310702,0.905269964,11.76850954,0,11.96249596,0.387972842,6237,6186
6211046,11.5314892,1975,H-95-P357,6211046,9/6/1999,3,956814,McKinney Pond,0.047,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,357,Mckinney Pond,,1304MCK0357,,9/6/1999,Medium,956814,McKinney Pond,0.047,2.02001E+12,LakePond,39004,8027.430207,289,3.528360875,0.449419384,0.047454221,0.013957124,0.019539973,67.84278696,1.222644038,1.024452881,0.438253685,0.362885217,15.81342117,0.315430996,8.728785172,0.192608307,36113,35824
6211028,12.16514535,2074,H-95-24-P358A,6211028,9/6/1999,3,946641,Christie Pond,0.049,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,358A,Christie Pond,,1304CHR0358A,1304-0034,9/6/1999,Medium,946641,Christie Pond,0.049,2.02001E+12,LakePond,39004,708.0029978,55,4.408945687,0.127795527,0.031948882,0,0,88.2428115,0.702875399,0.063897764,0,0.191693291,3.099041534,0,3.099041534,0.031948882,3185,3130
6211020,7.512484022,2112,H-P5722,6211020,9/6/1999,3,,,0.03,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,5722,Unnamed Water,,1304UWB5722,,9/6/1999,Medium,,,0.03,2.02001E+12,LakePond,39004,41.79294165,0,9.574468085,8.510638298,10.63829787,5.85106383,1.595744681,44.68085106,0,3.191489362,0,0,1.063829787,0,14.89361702,0,188,188
6211006,8.753027284,2059,H-95-10-7-P348,6211006,9/6/1999,3,,,0.035,2.02001E+12,390,39004,13-04,Fishkill Creek,13,Lower Hudson River Basin,348,Unnamed Water,,1304UWB0348,,9/6/1999,Medium,,,0.035,2.02001E+12,LakePond,39004,2137.896265,118,7.389473684,4.536842105,1.031578947,0.031578947,3.631578947,49.70526316,0.473684211,3.052631579,0.052631579,0.452631579,17.85263158,1.031578947,10.62105263,0.136842105,9618,9500
